
REPORT: puf.csv with custom stage1 growfactors, advanced to 2017 with tax-calculator stage 2 weights, no stage3, THEN reweighted and geo reweighted

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

    common_stub     incrange         pufvar                  irsvar                 irs                 puf             diff   pdiff                                                                    column_description
417           12       $200,000 under $500,000  e00300_nnz  nret_taxint   4,755,311   4,755,311        -0   -0.0%  Number of returns with taxable interest
451           13     $500,000 under $1,000,000  e00300_nnz  nret_taxint     918,148     918,148        -0   -0.0%  Number of returns with taxable interest
485           14   $1,000,000 under $1,500,000  e00300_nnz  nret_taxint     213,278     301,965    88,687   41.6%  Number of returns with taxable interest
519           15   $1,500,000 under $2,000,000  e00300_nnz  nret_taxint      87,836      91,265     3,429    3.9%  Number of returns with taxable interest
553           16   $2,000,000 under $5,000,000  e00300_nnz  nret_taxint     127,158      60,655   -66,503  -52.3%  Number of returns with taxable interest
587           17  $5,000,000 under $10,000,000  e00300_nnz  nret_taxint      31,277       7,357   -23,920  -76.5%  Number of returns with taxable interest
621           18           $10,000,000 or more  e00300_nnz  nret_taxint      20,088      18,395    -1,693   -8.4%  Number of returns with taxable interest

     common_stub                      incrange  pufvar  irsvar              irs              puf             diff   pdiff  column_description
10             0                   All returns  e00600  orddiv  282,336,042,000  282,336,042,000                0    0.0%  Ordinary dividends
44             1                  Under $5,000  e00600  orddiv    6,297,087,000    6,217,651,083      -79,435,917   -1.3%  Ordinary dividends
78             2          $5,000 under $10,000  e00600  orddiv    1,282,506,000    1,361,941,917       79,435,917    6.2%  Ordinary dividends
112            3         $10,000 under $15,000  e00600  orddiv    1,834,544,000    1,744,402,274      -90,141,726   -4.9%  Ordinary dividends
146            4         $15,000 under $20,000  e00600  orddiv    1,830,363,000    1,688,032,314     -142,330,686   -7.8%  Ordinary dividends
180            5         $20,000 under $25,000  e00600  orddiv    1,903,404,000    2,135,876,412      232,472,412   12.2%  Ordinary dividends
214            6         $25,000 under $30,000  e00600  orddiv    1,924,456,000    2,534,449,574      609,993,574   31.7%  Ordinary dividends
248            7         $30,000 under $40,000  e00600  orddiv    4,106,378,000    4,439,394,518      333,016,518    8.1%  Ordinary dividends
282            8         $40,000 under $50,000  e00600  orddiv    3,903,451,000    2,960,440,908     -943,010,092  -24.2%  Ordinary dividends
316            9         $50,000 under $75,000  e00600  orddiv   13,168,278,000   13,168,278,000               -0   -0.0%  Ordinary dividends
350           10        $75,000 under $100,000  e00600  orddiv   15,424,556,000   15,424,556,000               -0   -0.0%  Ordinary dividends
384           11       $100,000 under $200,000  e00600  orddiv   46,748,395,000   46,748,395,000               -0   -0.0%  Ordinary dividends
418           12       $200,000 under $500,000  e00600  orddiv   53,605,486,000   53,605,486,000               -0   -0.0%  Ordinary dividends
452           13     $500,000 under $1,000,000  e00600  orddiv   28,937,256,000   28,937,256,000                0    0.0%  Ordinary dividends
486           14   $1,000,000 under $1,500,000  e00600  orddiv   13,010,147,000   19,430,417,604    6,420,270,604   49.3%  Ordinary dividends
520           15   $1,500,000 under $2,000,000  e00600  orddiv    8,391,122,000    7,890,118,199     -501,003,801   -6.0%  Ordinary dividends
554           16   $2,000,000 under $5,000,000  e00600  orddiv   22,009,340,000    7,996,104,181  -14,013,235,819  -63.7%  Ordinary dividends
588           17  $5,000,000 under $10,000,000  e00600  orddiv   13,243,761,000    3,165,988,530  -10,077,772,470  -76.1%  Ordinary dividends
622           18           $10,000,000 or more  e00600  orddiv   44,715,512,000   62,887,253,486   18,171,741,486   40.6%  Ordinary dividends

     common_stub                      incrange      pufvar       irsvar         irs         puf      diff   pdiff                         column_description
11             0                   All returns  e00600_nnz  nret_orddiv  28,171,331  28,171,329        -2   -0.0%  Number of returns with ordinary dividends
45             1                  Under $5,000  e00600_nnz  nret_orddiv   1,364,222   1,168,535  -195,687  -14.3%  Number of returns with ordinary dividends
79             2          $5,000 under $10,000  e00600_nnz  nret_orddiv     815,099   1,010,786   195,687   24.0%  Number of returns with ordinary dividends
113            3         $10,000 under $15,000  e00600_nnz  nret_orddiv     875,416     979,707   104,291   11.9%  Number of returns with ordinary dividends
147            4         $15,000 under $20,000  e00600_nnz  nret_orddiv     794,490     741,506   -52,984   -6.7%  Number of returns with ordinary dividends
181            5         $20,000 under $25,000  e00600_nnz  nret_orddiv     775,451     724,144   -51,307   -6.6%  Number of returns with ordinary dividends
215            6         $25,000 under $30,000  e00600_nnz  nret_orddiv     744,390     779,054    34,664    4.7%  Number of returns with ordinary dividends
249            7         $30,000 under $40,000  e00600_nnz  nret_orddiv   1,499,953   1,609,137   109,184    7.3%  Number of returns with ordinary dividends
283            8         $40,000 under $50,000  e00600_nnz  nret_orddiv   1,448,472   1,304,623  -143,849   -9.9%  Number of returns with ordinary dividends
317            9         $50,000 under $75,000  e00600_nnz  nret_orddiv   3,812,081   3,812,081         0    0.0%  Number of returns with ordinary dividends
351           10        $75,000 under $100,000  e00600_nnz  nret_orddiv   3,510,707   3,510,707        -0   -0.0%  Number of returns with ordinary dividends
385           11       $100,000 under $200,000  e00600_nnz  nret_orddiv   7,416,984   7,416,984        -0   -0.0%  Number of returns with ordinary dividends
419           12       $200,000 under $500,000  e00600_nnz  nret_orddiv   3,869,169   3,869,169         0    0.0%  Number of returns with ordinary dividends
453           13     $500,000 under $1,000,000  e00600_nnz  nret_orddiv     810,519     810,519        -0   -0.0%  Number of returns with ordinary dividends
487           14   $1,000,000 under $1,500,000  e00600_nnz  nret_orddiv     188,882     271,851    82,969   43.9%  Number of returns with ordinary dividends
521           15   $1,500,000 under $2,000,000  e00600_nnz  nret_orddiv      79,972      84,976     5,004    6.3%  Number of returns with ordinary dividends
555           16   $2,000,000 under $5,000,000  e00600_nnz  nret_orddiv     116,753      52,471   -64,282  -55.1%  Number of returns with ordinary dividends
589           17  $5,000,000 under $10,000,000  e00600_nnz  nret_orddiv      29,452       6,989   -22,463  -76.3%  Number of returns with ordinary dividends
623           18           $10,000,000 or more  e00600_nnz  nret_orddiv      19,317      18,089    -1,228   -6.4%  Number of returns with ordinary dividends

     common_stub                      incrange     pufvar   irsvar              irs              puf             diff   pdiff           column_description
12             0                   All returns  c01000pos  cggross  859,894,631,000  969,779,193,142  109,884,562,142   12.8%  Capital gains gross taxable
46             1                  Under $5,000  c01000pos  cggross   19,771,923,000   13,017,691,483   -6,754,231,517  -34.2%  Capital gains gross taxable
80             2          $5,000 under $10,000  c01000pos  cggross      879,902,000    1,562,100,040      682,198,040   77.5%  Capital gains gross taxable
114            3         $10,000 under $15,000  c01000pos  cggross    1,475,473,000    1,523,399,078       47,926,078    3.2%  Capital gains gross taxable
148            4         $15,000 under $20,000  c01000pos  cggross    1,325,812,000    1,299,952,064      -25,859,936   -2.0%  Capital gains gross taxable
182            5         $20,000 under $25,000  c01000pos  cggross    1,712,450,000    1,987,294,156      274,844,156   16.0%  Capital gains gross taxable
216            6         $25,000 under $30,000  c01000pos  cggross    1,508,109,000    1,711,078,228      202,969,228   13.5%  Capital gains gross taxable
250            7         $30,000 under $40,000  c01000pos  cggross    3,799,333,000    4,430,793,937      631,460,937   16.6%  Capital gains gross taxable
284            8         $40,000 under $50,000  c01000pos  cggross    4,655,431,000    3,300,016,077   -1,355,414,923  -29.1%  Capital gains gross taxable
318            9         $50,000 under $75,000  c01000pos  cggross   13,508,802,000   11,619,781,105   -1,889,020,895  -14.0%  Capital gains gross taxable
352           10        $75,000 under $100,000  c01000pos  cggross   18,527,349,000   17,619,819,390     -907,529,610   -4.9%  Capital gains gross taxable
386           11       $100,000 under $200,000  c01000pos  cggross   66,274,073,000   69,648,773,600    3,374,700,600    5.1%  Capital gains gross taxable
420           12       $200,000 under $500,000  c01000pos  cggross  109,971,765,000   88,154,257,573  -21,817,507,427  -19.8%  Capital gains gross taxable
454           13     $500,000 under $1,000,000  c01000pos  cggross   79,424,756,000  148,057,660,959   68,632,904,959   86.4%  Capital gains gross taxable
488           14   $1,000,000 under $1,500,000  c01000pos  cggross   42,974,938,000   99,526,845,540   56,551,907,540  131.6%  Capital gains gross taxable
522           15   $1,500,000 under $2,000,000  c01000pos  cggross   29,813,179,000   27,934,494,880   -1,878,684,120   -6.3%  Capital gains gross taxable
556           16   $2,000,000 under $5,000,000  c01000pos  cggross   93,502,832,000   73,267,919,378  -20,234,912,622  -21.6%  Capital gains gross taxable
590           17  $5,000,000 under $10,000,000  c01000pos  cggross   68,993,824,000   13,434,383,750  -55,559,440,250  -80.5%  Capital gains gross taxable
624           18           $10,000,000 or more  c01000pos  cggross  301,774,681,000  391,682,931,904   89,908,250,904   29.8%  Capital gains gross taxable

     common_stub                      incrange         pufvar        irsvar         irs         puf       diff   pdiff                                  column_description
13             0                   All returns  c01000pos_nnz  nret_cggross  13,698,506  15,743,105  2,044,599   14.9%  Number of returns with capital gains gross taxable
47             1                  Under $5,000  c01000pos_nnz  nret_cggross     437,630     516,392     78,762   18.0%  Number of returns with capital gains gross taxable
81             2          $5,000 under $10,000  c01000pos_nnz  nret_cggross     324,549     608,106    283,557   87.4%  Number of returns with capital gains gross taxable
115            3         $10,000 under $15,000  c01000pos_nnz  nret_cggross     347,534     392,145     44,611   12.8%  Number of returns with capital gains gross taxable
149            4         $15,000 under $20,000  c01000pos_nnz  nret_cggross     305,884     326,197     20,313    6.6%  Number of returns with capital gains gross taxable
183            5         $20,000 under $25,000  c01000pos_nnz  nret_cggross     324,651     355,335     30,684    9.5%  Number of returns with capital gains gross taxable
217            6         $25,000 under $30,000  c01000pos_nnz  nret_cggross     313,023     416,907    103,884   33.2%  Number of returns with capital gains gross taxable
251            7         $30,000 under $40,000  c01000pos_nnz  nret_cggross     610,424     770,811    160,387   26.3%  Number of returns with capital gains gross taxable
285            8         $40,000 under $50,000  c01000pos_nnz  nret_cggross     637,343     697,009     59,666    9.4%  Number of returns with capital gains gross taxable
319            9         $50,000 under $75,000  c01000pos_nnz  nret_cggross   1,693,384   1,940,225    246,841   14.6%  Number of returns with capital gains gross taxable
353           10        $75,000 under $100,000  c01000pos_nnz  nret_cggross   1,673,930   1,892,278    218,348   13.0%  Number of returns with capital gains gross taxable
387           11       $100,000 under $200,000  c01000pos_nnz  nret_cggross   3,748,985   4,432,543    683,558   18.2%  Number of returns with capital gains gross taxable
421           12       $200,000 under $500,000  c01000pos_nnz  nret_cggross   2,366,587   2,322,579    -44,008   -1.9%  Number of returns with capital gains gross taxable
455           13     $500,000 under $1,000,000  c01000pos_nnz  nret_cggross     575,245     696,472    121,227   21.1%  Number of returns with capital gains gross taxable
489           14   $1,000,000 under $1,500,000  c01000pos_nnz  nret_cggross     142,145     240,419     98,274   69.1%  Number of returns with capital gains gross taxable
523           15   $1,500,000 under $2,000,000  c01000pos_nnz  nret_cggross      61,878      62,559        681    1.1%  Number of returns with capital gains gross taxable
557           16   $2,000,000 under $5,000,000  c01000pos_nnz  nret_cggross      93,801      53,463    -40,338  -43.0%  Number of returns with capital gains gross taxable
591           17  $5,000,000 under $10,000,000  c01000pos_nnz  nret_cggross      24,609       5,342    -19,267  -78.3%  Number of returns with capital gains gross taxable
625           18           $10,000,000 or more  c01000pos_nnz  nret_cggross      16,902      14,324     -2,578  -15.3%  Number of returns with capital gains gross taxable

     common_stub                      incrange     pufvar  irsvar              irs              puf            diff   pdiff    column_description
14             0                   All returns  c01000neg  cgloss  -16,779,101,000  -22,526,733,973  -5,747,632,973   34.3%  Capital loss taxable
48             1                  Under $5,000  c01000neg  cgloss   -1,641,623,000   -1,601,375,254      40,247,746   -2.5%  Capital loss taxable
82             2          $5,000 under $10,000  c01000neg  cgloss     -547,009,000     -858,173,746    -311,164,746   56.9%  Capital loss taxable
116            3         $10,000 under $15,000  c01000neg  cgloss     -516,537,000     -775,265,351    -258,728,351   50.1%  Capital loss taxable
150            4         $15,000 under $20,000  c01000neg  cgloss     -441,066,000     -576,765,169    -135,699,169   30.8%  Capital loss taxable
184            5         $20,000 under $25,000  c01000neg  cgloss     -415,082,000     -645,700,636    -230,618,636   55.6%  Capital loss taxable
218            6         $25,000 under $30,000  c01000neg  cgloss     -437,005,000     -640,431,057    -203,426,057   46.6%  Capital loss taxable
252            7         $30,000 under $40,000  c01000neg  cgloss     -821,100,000   -1,381,019,730    -559,919,730   68.2%  Capital loss taxable
286            8         $40,000 under $50,000  c01000neg  cgloss     -702,183,000     -770,216,054     -68,033,054    9.7%  Capital loss taxable
320            9         $50,000 under $75,000  c01000neg  cgloss   -2,039,924,000   -3,023,130,606    -983,206,606   48.2%  Capital loss taxable
354           10        $75,000 under $100,000  c01000neg  cgloss   -1,940,970,000   -2,959,162,895  -1,018,192,895   52.5%  Capital loss taxable
388           11       $100,000 under $200,000  c01000neg  cgloss   -4,040,570,000   -5,302,799,775  -1,262,229,775   31.2%  Capital loss taxable
422           12       $200,000 under $500,000  c01000neg  cgloss   -2,397,176,000   -3,233,967,263    -836,791,263   34.9%  Capital loss taxable
456           13     $500,000 under $1,000,000  c01000neg  cgloss     -551,502,000     -507,153,933      44,348,067   -8.0%  Capital loss taxable
490           14   $1,000,000 under $1,500,000  c01000neg  cgloss     -134,937,000     -146,216,401     -11,279,401    8.4%  Capital loss taxable
524           15   $1,500,000 under $2,000,000  c01000neg  cgloss      -54,399,000      -68,259,705     -13,860,705   25.5%  Capital loss taxable
558           16   $2,000,000 under $5,000,000  c01000neg  cgloss      -73,683,000      -20,499,045      53,183,955  -72.2%  Capital loss taxable
592           17  $5,000,000 under $10,000,000  c01000neg  cgloss      -16,068,000       -5,228,554      10,839,446  -67.5%  Capital loss taxable
626           18           $10,000,000 or more  c01000neg  cgloss       -8,267,000      -11,368,799      -3,101,799   37.5%  Capital loss taxable

     common_stub                      incrange         pufvar       irsvar        irs        puf       diff   pdiff                           column_description
15             0                   All returns  c01000neg_nnz  nret_cgloss  7,471,221  9,331,880  1,860,659   24.9%  Number of returns with capital loss taxable
49             1                  Under $5,000  c01000neg_nnz  nret_cgloss    709,045    664,495    -44,550   -6.3%  Number of returns with capital loss taxable
83             2          $5,000 under $10,000  c01000neg_nnz  nret_cgloss    264,552    444,197    179,645   67.9%  Number of returns with capital loss taxable
117            3         $10,000 under $15,000  c01000neg_nnz  nret_cgloss    234,246    328,332     94,086   40.2%  Number of returns with capital loss taxable
151            4         $15,000 under $20,000  c01000neg_nnz  nret_cgloss    204,769    248,120     43,351   21.2%  Number of returns with capital loss taxable
185            5         $20,000 under $25,000  c01000neg_nnz  nret_cgloss    190,269    271,832     81,563   42.9%  Number of returns with capital loss taxable
219            6         $25,000 under $30,000  c01000neg_nnz  nret_cgloss    205,169    277,699     72,530   35.4%  Number of returns with capital loss taxable
253            7         $30,000 under $40,000  c01000neg_nnz  nret_cgloss    380,801    573,926    193,125   50.7%  Number of returns with capital loss taxable
287            8         $40,000 under $50,000  c01000neg_nnz  nret_cgloss    328,643    348,082     19,439    5.9%  Number of returns with capital loss taxable
321            9         $50,000 under $75,000  c01000neg_nnz  nret_cgloss    922,328  1,238,225    315,897   34.2%  Number of returns with capital loss taxable
355           10        $75,000 under $100,000  c01000neg_nnz  nret_cgloss    879,878  1,193,879    314,001   35.7%  Number of returns with capital loss taxable
389           11       $100,000 under $200,000  c01000neg_nnz  nret_cgloss  1,802,059  2,175,252    373,193   20.7%  Number of returns with capital loss taxable
423           12       $200,000 under $500,000  c01000neg_nnz  nret_cgloss  1,032,204  1,293,963    261,759   25.4%  Number of returns with capital loss taxable
457           13     $500,000 under $1,000,000  c01000neg_nnz  nret_cgloss    213,262    185,257    -28,005  -13.1%  Number of returns with capital loss taxable
491           14   $1,000,000 under $1,500,000  c01000neg_nnz  nret_cgloss     49,190     51,510      2,320    4.7%  Number of returns with capital loss taxable
525           15   $1,500,000 under $2,000,000  c01000neg_nnz  nret_cgloss     19,722     24,133      4,411   22.4%  Number of returns with capital loss taxable
559           16   $2,000,000 under $5,000,000  c01000neg_nnz  nret_cgloss     26,547      7,246    -19,301  -72.7%  Number of returns with capital loss taxable
593           17  $5,000,000 under $10,000,000  c01000neg_nnz  nret_cgloss      5,645      1,802     -3,843  -68.1%  Number of returns with capital loss taxable
627           18           $10,000,000 or more  c01000neg_nnz  nret_cgloss      2,893      3,931      1,038   35.9%  Number of returns with capital loss taxable

     common_stub                      incrange  pufvar    irsvar                irs                puf             diff   pdiff                                   column_description
16             0                   All returns  e01500  pensions  1,171,791,907,000  1,186,147,793,493   14,355,886,493    1.2%  Total pensions and annuities (including nontaxable)
50             1                  Under $5,000  e01500  pensions     13,204,540,000     14,609,242,466    1,404,702,466   10.6%  Total pensions and annuities (including nontaxable)
84             2          $5,000 under $10,000  e01500  pensions     10,211,529,000     20,025,275,396    9,813,746,396   96.1%  Total pensions and annuities (including nontaxable)
118            3         $10,000 under $15,000  e01500  pensions     18,171,930,000     24,306,623,004    6,134,693,004   33.8%  Total pensions and annuities (including nontaxable)
152            4         $15,000 under $20,000  e01500  pensions     20,721,157,000     20,878,666,304      157,509,304    0.8%  Total pensions and annuities (including nontaxable)
186            5         $20,000 under $25,000  e01500  pensions     23,912,287,000     25,016,449,031    1,104,162,031    4.6%  Total pensions and annuities (including nontaxable)
220            6         $25,000 under $30,000  e01500  pensions     23,998,290,000     23,514,813,193     -483,476,807   -2.0%  Total pensions and annuities (including nontaxable)
254            7         $30,000 under $40,000  e01500  pensions     48,794,181,000     50,160,264,898    1,366,083,898    2.8%  Total pensions and annuities (including nontaxable)
288            8         $40,000 under $50,000  e01500  pensions     51,533,778,000     47,760,251,029   -3,773,526,971   -7.3%  Total pensions and annuities (including nontaxable)
322            9         $50,000 under $75,000  e01500  pensions    158,863,197,000    158,364,835,502     -498,361,498   -0.3%  Total pensions and annuities (including nontaxable)
356           10        $75,000 under $100,000  e01500  pensions    166,773,240,000    161,949,366,760   -4,823,873,240   -2.9%  Total pensions and annuities (including nontaxable)
390           11       $100,000 under $200,000  e01500  pensions    372,883,554,000    420,674,396,524   47,790,842,524   12.8%  Total pensions and annuities (including nontaxable)
424           12       $200,000 under $500,000  e01500  pensions    195,414,646,000    183,545,944,482  -11,868,701,518   -6.1%  Total pensions and annuities (including nontaxable)
458           13     $500,000 under $1,000,000  e01500  pensions     41,237,548,000     18,767,477,456  -22,470,070,544  -54.5%  Total pensions and annuities (including nontaxable)
492           14   $1,000,000 under $1,500,000  e01500  pensions     10,150,853,000      7,789,908,951   -2,360,944,049  -23.3%  Total pensions and annuities (including nontaxable)
526           15   $1,500,000 under $2,000,000  e01500  pensions      4,472,303,000      2,304,485,047   -2,167,817,953  -48.5%  Total pensions and annuities (including nontaxable)
560           16   $2,000,000 under $5,000,000  e01500  pensions      7,144,885,000      1,953,820,962   -5,191,064,038  -72.7%  Total pensions and annuities (including nontaxable)
594           17  $5,000,000 under $10,000,000  e01500  pensions      2,160,456,000        581,887,883   -1,578,568,117  -73.1%  Total pensions and annuities (including nontaxable)
628           18           $10,000,000 or more  e01500  pensions      2,143,532,000      3,944,084,607    1,800,552,607   84.0%  Total pensions and annuities (including nontaxable)

     common_stub                      incrange      pufvar         irsvar         irs         puf       diff   pdiff                                                          column_description
17             0                   All returns  e01500_nnz  nret_pensions  30,610,779  33,270,969  2,660,190    8.7%  Number of returns with total pensions and annuities (including nontaxable)
51             1                  Under $5,000  e01500_nnz  nret_pensions   1,004,073   1,448,615    444,542   44.3%  Number of returns with total pensions and annuities (including nontaxable)
85             2          $5,000 under $10,000  e01500_nnz  nret_pensions   1,208,473   2,510,086  1,301,613  107.7%  Number of returns with total pensions and annuities (including nontaxable)
119            3         $10,000 under $15,000  e01500_nnz  nret_pensions   1,573,498   2,305,051    731,553   46.5%  Number of returns with total pensions and annuities (including nontaxable)
153            4         $15,000 under $20,000  e01500_nnz  nret_pensions   1,545,385   1,691,714    146,329    9.5%  Number of returns with total pensions and annuities (including nontaxable)
187            5         $20,000 under $25,000  e01500_nnz  nret_pensions   1,507,057   1,584,642     77,585    5.1%  Number of returns with total pensions and annuities (including nontaxable)
221            6         $25,000 under $30,000  e01500_nnz  nret_pensions   1,360,383   1,340,788    -19,595   -1.4%  Number of returns with total pensions and annuities (including nontaxable)
255            7         $30,000 under $40,000  e01500_nnz  nret_pensions   2,496,150   2,739,743    243,593    9.8%  Number of returns with total pensions and annuities (including nontaxable)
289            8         $40,000 under $50,000  e01500_nnz  nret_pensions   2,203,783   2,098,704   -105,079   -4.8%  Number of returns with total pensions and annuities (including nontaxable)
323            9         $50,000 under $75,000  e01500_nnz  nret_pensions   5,129,174   5,126,132     -3,042   -0.1%  Number of returns with total pensions and annuities (including nontaxable)
357           10        $75,000 under $100,000  e01500_nnz  nret_pensions   4,060,177   3,962,419    -97,758   -2.4%  Number of returns with total pensions and annuities (including nontaxable)
391           11       $100,000 under $200,000  e01500_nnz  nret_pensions   6,326,557   6,234,093    -92,464   -1.5%  Number of returns with total pensions and annuities (including nontaxable)
425           12       $200,000 under $500,000  e01500_nnz  nret_pensions   1,838,752   1,897,106     58,354    3.2%  Number of returns with total pensions and annuities (including nontaxable)
459           13     $500,000 under $1,000,000  e01500_nnz  nret_pensions     240,808     226,426    -14,382   -6.0%  Number of returns with total pensions and annuities (including nontaxable)
493           14   $1,000,000 under $1,500,000  e01500_nnz  nret_pensions      52,066      63,923     11,857   22.8%  Number of returns with total pensions and annuities (including nontaxable)
527           15   $1,500,000 under $2,000,000  e01500_nnz  nret_pensions      21,292      19,693     -1,599   -7.5%  Number of returns with total pensions and annuities (including nontaxable)
561           16   $2,000,000 under $5,000,000  e01500_nnz  nret_pensions      30,807      14,257    -16,550  -53.7%  Number of returns with total pensions and annuities (including nontaxable)
595           17  $5,000,000 under $10,000,000  e01500_nnz  nret_pensions       7,500       1,807     -5,693  -75.9%  Number of returns with total pensions and annuities (including nontaxable)
629           18           $10,000,000 or more  e01500_nnz  nret_pensions       4,844       5,771        927   19.1%  Number of returns with total pensions and annuities (including nontaxable)

     common_stub                      incrange  pufvar     irsvar              irs              puf             diff   pdiff              column_description
18             0                   All returns  e02400  socsectot  644,989,570,000  854,814,415,502  209,824,845,502   32.5%  Total Social Security benefits
52             1                  Under $5,000  e02400  socsectot   51,453,659,000   79,331,693,396   27,878,034,396   54.2%  Total Social Security benefits
86             2          $5,000 under $10,000  e02400  socsectot   37,114,006,000   69,154,645,757   32,040,639,757   86.3%  Total Social Security benefits
120            3         $10,000 under $15,000  e02400  socsectot   41,753,457,000   83,677,220,905   41,923,763,905  100.4%  Total Social Security benefits
154            4         $15,000 under $20,000  e02400  socsectot   35,555,521,000   47,170,244,789   11,614,723,789   32.7%  Total Social Security benefits
188            5         $20,000 under $25,000  e02400  socsectot   33,489,639,000   38,524,691,946    5,035,052,946   15.0%  Total Social Security benefits
222            6         $25,000 under $30,000  e02400  socsectot   27,215,744,000   30,728,978,090    3,513,234,090   12.9%  Total Social Security benefits
256            7         $30,000 under $40,000  e02400  socsectot   46,193,861,000   55,993,891,353    9,800,030,353   21.2%  Total Social Security benefits
290            8         $40,000 under $50,000  e02400  socsectot   38,155,680,000   39,952,854,584    1,797,174,584    4.7%  Total Social Security benefits
324            9         $50,000 under $75,000  e02400  socsectot   93,596,920,000  110,942,730,415   17,345,810,415   18.5%  Total Social Security benefits
358           10        $75,000 under $100,000  e02400  socsectot   77,224,418,000   89,106,236,999   11,881,818,999   15.4%  Total Social Security benefits
392           11       $100,000 under $200,000  e02400  socsectot  117,674,183,000  148,910,922,974   31,236,739,974   26.5%  Total Social Security benefits
426           12       $200,000 under $500,000  e02400  socsectot   36,219,795,000   49,119,091,753   12,899,296,753   35.6%  Total Social Security benefits
460           13     $500,000 under $1,000,000  e02400  socsectot    6,075,048,000    7,924,772,938    1,849,724,938   30.4%  Total Social Security benefits
494           14   $1,000,000 under $1,500,000  e02400  socsectot    1,390,704,000    2,746,791,413    1,356,087,413   97.5%  Total Social Security benefits
528           15   $1,500,000 under $2,000,000  e02400  socsectot      588,018,000      625,045,657       37,027,657    6.3%  Total Social Security benefits
562           16   $2,000,000 under $5,000,000  e02400  socsectot      902,381,000      604,827,849     -297,553,151  -33.0%  Total Social Security benefits
596           17  $5,000,000 under $10,000,000  e02400  socsectot      230,913,000       61,573,048     -169,339,952  -73.3%  Total Social Security benefits
630           18           $10,000,000 or more  e02400  socsectot      155,623,000      238,201,634       82,578,634   53.1%  Total Social Security benefits

     common_stub                      incrange      pufvar          irsvar         irs         puf       diff   pdiff                                     column_description
19             0                   All returns  e02400_nnz  nret_socsectot  28,967,603  34,841,159  5,873,556   20.3%  Number of returns with total Social Security benefits
53             1                  Under $5,000  e02400_nnz  nret_socsectot   2,764,827   4,059,077  1,294,250   46.8%  Number of returns with total Social Security benefits
87             2          $5,000 under $10,000  e02400_nnz  nret_socsectot   2,000,972   3,528,311  1,527,339   76.3%  Number of returns with total Social Security benefits
121            3         $10,000 under $15,000  e02400_nnz  nret_socsectot   2,201,549   3,730,476  1,528,927   69.4%  Number of returns with total Social Security benefits
155            4         $15,000 under $20,000  e02400_nnz  nret_socsectot   1,836,800   1,976,900    140,100    7.6%  Number of returns with total Social Security benefits
189            5         $20,000 under $25,000  e02400_nnz  nret_socsectot   1,637,535   1,693,118     55,583    3.4%  Number of returns with total Social Security benefits
223            6         $25,000 under $30,000  e02400_nnz  nret_socsectot   1,297,421   1,352,653     55,232    4.3%  Number of returns with total Social Security benefits
257            7         $30,000 under $40,000  e02400_nnz  nret_socsectot   2,202,026   2,395,163    193,137    8.8%  Number of returns with total Social Security benefits
291            8         $40,000 under $50,000  e02400_nnz  nret_socsectot   1,838,614   1,770,323    -68,291   -3.7%  Number of returns with total Social Security benefits
325            9         $50,000 under $75,000  e02400_nnz  nret_socsectot   4,323,996   4,575,774    251,778    5.8%  Number of returns with total Social Security benefits
359           10        $75,000 under $100,000  e02400_nnz  nret_socsectot   3,214,006   3,344,128    130,122    4.0%  Number of returns with total Social Security benefits
393           11       $100,000 under $200,000  e02400_nnz  nret_socsectot   4,234,271   4,726,597    492,326   11.6%  Number of returns with total Social Security benefits
427           12       $200,000 under $500,000  e02400_nnz  nret_socsectot   1,146,717   1,357,836    211,119   18.4%  Number of returns with total Social Security benefits
461           13     $500,000 under $1,000,000  e02400_nnz  nret_socsectot     177,394     217,626     40,232   22.7%  Number of returns with total Social Security benefits
495           14   $1,000,000 under $1,500,000  e02400_nnz  nret_socsectot      39,871      72,510     32,639   81.9%  Number of returns with total Social Security benefits
529           15   $1,500,000 under $2,000,000  e02400_nnz  nret_socsectot      16,567      16,903        336    2.0%  Number of returns with total Social Security benefits
563           16   $2,000,000 under $5,000,000  e02400_nnz  nret_socsectot      24,884      16,581     -8,303  -33.4%  Number of returns with total Social Security benefits
597           17  $5,000,000 under $10,000,000  e02400_nnz  nret_socsectot       6,197       1,542     -4,655  -75.1%  Number of returns with total Social Security benefits
631           18           $10,000,000 or more  e02400_nnz  nret_socsectot       3,957       5,639      1,682   42.5%  Number of returns with total Social Security benefits

     common_stub                      incrange  pufvar         irsvar              irs              puf            diff   pdiff                column_description
20             0                   All returns  c02500  socsectaxable  309,539,629,000  372,464,710,160  62,925,081,160   20.3%  Taxable Social Security benefits
54             1                  Under $5,000  c02500  socsectaxable      110,488,000      604,189,356     493,701,356  446.8%  Taxable Social Security benefits
88             2          $5,000 under $10,000  c02500  socsectaxable      243,551,000      455,438,386     211,887,386   87.0%  Taxable Social Security benefits
122            3         $10,000 under $15,000  c02500  socsectaxable      323,074,000      889,836,242     566,762,242  175.4%  Taxable Social Security benefits
156            4         $15,000 under $20,000  c02500  socsectaxable    1,049,423,000    2,077,460,164   1,028,037,164   98.0%  Taxable Social Security benefits
