
Regrown reweighted puf, lsq method, compared to IRS values, run on 2020-11-15

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

    common_stub     incrange         pufvar                  irsvar                 irs                  puf                 diff    pdiff  ipdiff                                                                    column_description
289            8         $40,000 under $50,000  e00300  taxint    1,735,295,000    137,365,580,537    135,630,285,537  7816.0%   99.7%   Taxable interest
323            9         $50,000 under $75,000  e00300  taxint    5,574,683,000    391,868,851,676    386,294,168,676  6929.4%   60.0%   Taxable interest
357           10        $75,000 under $100,000  e00300  taxint    5,046,194,000    298,249,944,306    293,203,750,306  5810.4%   59.9%   Taxable interest
391           11       $100,000 under $200,000  e00300  taxint   14,295,833,000    796,593,258,129    782,297,425,129  5472.2%   23.0%   Taxable interest
425           12       $200,000 under $500,000  e00300  taxint   14,390,980,000     14,390,980,000                 -0    -0.0%   -2.8%   Taxable interest
459           13     $500,000 under $1,000,000  e00300  taxint    8,601,677,000    234,387,983,551    225,786,306,551  2624.9%    8.0%   Taxable interest
493           14   $1,000,000 under $1,500,000  e00300  taxint    4,459,093,000      4,459,093,000                  0     0.0%   -6.4%   Taxable interest
527           15   $1,500,000 under $2,000,000  e00300  taxint    2,988,390,000      2,988,390,000                 -0    -0.0%    0.3%   Taxable interest
561           16   $2,000,000 under $5,000,000  e00300  taxint    8,879,902,000      8,879,902,000                 -0    -0.0%  -13.1%   Taxable interest
595           17  $5,000,000 under $10,000,000  e00300  taxint    5,684,017,000    181,625,019,479    175,941,002,479  3095.4%   -9.8%   Taxable interest
629           18           $10,000,000 or more  e00300  taxint   21,494,866,000     21,494,866,000                  0     0.0%  -56.1%   Taxable interest

     common_stub                      incrange      pufvar       irsvar         irs            puf           diff    pdiff  ipdiff                       column_description
18             0                   All returns  e00300_nnz  nret_taxint  44,193,009  1,809,632,289  1,765,439,280  3994.8%   21.0%  Number of returns with taxable interest
52             1                  Under $5,000  e00300_nnz  nret_taxint   2,116,158      2,116,158              0     0.0%  -15.4%  Number of returns with taxable interest
86             2          $5,000 under $10,000  e00300_nnz  nret_taxint   1,334,991     54,012,791     52,677,800  3945.9%  -11.4%  Number of returns with taxable interest
120            3         $10,000 under $15,000  e00300_nnz  nret_taxint   1,452,616     78,497,846     77,045,230  5303.9%   22.3%  Number of returns with taxable interest
154            4         $15,000 under $20,000  e00300_nnz  nret_taxint   1,366,790     75,972,355     74,605,565  5458.5%   31.8%  Number of returns with taxable interest
188            5         $20,000 under $25,000  e00300_nnz  nret_taxint   1,433,085      1,433,085             -0    -0.0%   16.1%  Number of returns with taxable interest
222            6         $25,000 under $30,000  e00300_nnz  nret_taxint   1,326,946      1,326,946             -0    -0.0%   50.1%  Number of returns with taxable interest
256            7         $30,000 under $40,000  e00300_nnz  nret_taxint   2,719,924      2,719,924             -0    -0.0%   30.1%  Number of returns with taxable interest
290            8         $40,000 under $50,000  e00300_nnz  nret_taxint   2,704,026    169,897,816    167,193,790  6183.1%   30.7%  Number of returns with taxable interest
324            9         $50,000 under $75,000  e00300_nnz  nret_taxint   6,608,661    396,691,498    390,082,837  5902.6%   26.4%  Number of returns with taxable interest
358           10        $75,000 under $100,000  e00300_nnz  nret_taxint   5,854,757    330,645,440    324,790,683  5547.5%   19.9%  Number of returns with taxable interest
392           11       $100,000 under $200,000  e00300_nnz  nret_taxint  11,121,958    645,411,150    634,289,192  5703.0%   23.9%  Number of returns with taxable interest
426           12       $200,000 under $500,000  e00300_nnz  nret_taxint   4,755,311      4,755,311             -0    -0.0%   16.4%  Number of returns with taxable interest
460           13     $500,000 under $1,000,000  e00300_nnz  nret_taxint     918,148     43,917,659     42,999,511  4683.3%    9.0%  Number of returns with taxable interest
494           14   $1,000,000 under $1,500,000  e00300_nnz  nret_taxint     213,278        213,278              0     0.0%    7.0%  Number of returns with taxable interest
528           15   $1,500,000 under $2,000,000  e00300_nnz  nret_taxint      87,836         87,836              0     0.0%   15.0%  Number of returns with taxable interest
562           16   $2,000,000 under $5,000,000  e00300_nnz  nret_taxint     127,158        127,158              0     0.0%    6.8%  Number of returns with taxable interest
596           17  $5,000,000 under $10,000,000  e00300_nnz  nret_taxint      31,277      1,785,949      1,754,672  5610.1%   19.9%  Number of returns with taxable interest
630           18           $10,000,000 or more  e00300_nnz  nret_taxint      20,088         20,088              0     0.0%   -1.2%  Number of returns with taxable interest

     common_stub                      incrange  pufvar  irsvar              irs                puf               diff    pdiff  ipdiff  column_description
19             0                   All returns  e00600  orddiv  282,336,042,000  6,423,514,153,658  6,141,178,111,658  2175.1%    2.9%  Ordinary dividends
53             1                  Under $5,000  e00600  orddiv    6,297,087,000      6,297,087,000                  0     0.0%  -47.8%  Ordinary dividends
87             2          $5,000 under $10,000  e00600  orddiv    1,282,506,000     19,731,840,849     18,449,334,849  1438.5%  -22.3%  Ordinary dividends
121            3         $10,000 under $15,000  e00600  orddiv    1,834,544,000     65,562,063,266     63,727,519,266  3473.8%   22.2%  Ordinary dividends
155            4         $15,000 under $20,000  e00600  orddiv    1,830,363,000     64,002,669,392     62,172,306,392  3396.7%   63.3%  Ordinary dividends
189            5         $20,000 under $25,000  e00600  orddiv    1,903,404,000      1,903,404,000                 -0    -0.0%   17.9%  Ordinary dividends
223            6         $25,000 under $30,000  e00600  orddiv    1,924,456,000      1,924,456,000                 -0    -0.0%   35.5%  Ordinary dividends
257            7         $30,000 under $40,000  e00600  orddiv    4,106,378,000      4,106,378,000                 -0    -0.0%   75.8%  Ordinary dividends
291            8         $40,000 under $50,000  e00600  orddiv    3,903,451,000    311,026,951,069    307,123,500,069  7868.0%  102.0%  Ordinary dividends
325            9         $50,000 under $75,000  e00600  orddiv   13,168,278,000    901,250,158,217    888,081,880,217  6744.1%   56.4%  Ordinary dividends
359           10        $75,000 under $100,000  e00600  orddiv   15,424,556,000    825,135,980,927    809,711,424,927  5249.5%   28.6%  Ordinary dividends
393           11       $100,000 under $200,000  e00600  orddiv   46,748,395,000  2,036,542,822,655  1,989,794,427,655  4256.4%    7.3%  Ordinary dividends
427           12       $200,000 under $500,000  e00600  orddiv   53,605,486,000     53,605,486,000                 -0    -0.0%  -11.3%  Ordinary dividends
461           13     $500,000 under $1,000,000  e00600  orddiv   28,937,256,000  1,326,378,904,634  1,297,441,648,634  4483.6%    4.6%  Ordinary dividends
495           14   $1,000,000 under $1,500,000  e00600  orddiv   13,010,147,000     13,010,147,000                  0     0.0%    5.2%  Ordinary dividends
529           15   $1,500,000 under $2,000,000  e00600  orddiv    8,391,122,000      8,391,122,000                  0     0.0%   25.4%  Ordinary dividends
563           16   $2,000,000 under $5,000,000  e00600  orddiv   22,009,340,000     22,009,340,000                  0     0.0%   12.2%  Ordinary dividends
597           17  $5,000,000 under $10,000,000  e00600  orddiv   13,243,761,000    717,919,830,651    704,676,069,651  5320.8%   28.8%  Ordinary dividends
631           18           $10,000,000 or more  e00600  orddiv   44,715,512,000     44,715,512,000                  0     0.0%  -40.2%  Ordinary dividends

     common_stub                      incrange      pufvar       irsvar         irs            puf         diff    pdiff  ipdiff                         column_description
20             0                   All returns  e00600_nnz  nret_orddiv  28,171,331  1,023,466,242  995,294,911  3533.0%    4.4%  Number of returns with ordinary dividends
54             1                  Under $5,000  e00600_nnz  nret_orddiv   1,364,222      1,364,222           -0    -0.0%  -33.9%  Number of returns with ordinary dividends
88             2          $5,000 under $10,000  e00600_nnz  nret_orddiv     815,099     20,761,949   19,946,850  2447.2%  -34.1%  Number of returns with ordinary dividends
122            3         $10,000 under $15,000  e00600_nnz  nret_orddiv     875,416     35,774,759   34,899,343  3986.6%   -6.7%  Number of returns with ordinary dividends
156            4         $15,000 under $20,000  e00600_nnz  nret_orddiv     794,490     33,969,223   33,174,733  4175.6%    9.8%  Number of returns with ordinary dividends
190            5         $20,000 under $25,000  e00600_nnz  nret_orddiv     775,451        775,451           -0    -0.0%   -0.8%  Number of returns with ordinary dividends
224            6         $25,000 under $30,000  e00600_nnz  nret_orddiv     744,390        744,390           -0    -0.0%   22.6%  Number of returns with ordinary dividends
258            7         $30,000 under $40,000  e00600_nnz  nret_orddiv   1,499,953      1,499,953           -0    -0.0%   11.7%  Number of returns with ordinary dividends
292            8         $40,000 under $50,000  e00600_nnz  nret_orddiv   1,448,472     81,896,385   80,447,913  5554.0%   18.6%  Number of returns with ordinary dividends
326            9         $50,000 under $75,000  e00600_nnz  nret_orddiv   3,812,081    273,637,419  269,825,338  7078.2%    9.4%  Number of returns with ordinary dividends
360           10        $75,000 under $100,000  e00600_nnz  nret_orddiv   3,510,707    186,896,027  183,385,320  5223.6%    7.5%  Number of returns with ordinary dividends
394           11       $100,000 under $200,000  e00600_nnz  nret_orddiv   7,416,984    349,207,393  341,790,409  4608.2%    6.4%  Number of returns with ordinary dividends
428           12       $200,000 under $500,000  e00600_nnz  nret_orddiv   3,869,169      3,869,169            0     0.0%    4.4%  Number of returns with ordinary dividends
462           13     $500,000 under $1,000,000  e00600_nnz  nret_orddiv     810,519     31,091,732   30,281,213  3736.0%    4.2%  Number of returns with ordinary dividends
496           14   $1,000,000 under $1,500,000  e00600_nnz  nret_orddiv     188,882        188,882            0     0.0%    6.0%  Number of returns with ordinary dividends
530           15   $1,500,000 under $2,000,000  e00600_nnz  nret_orddiv      79,972         79,972            0     0.0%   15.3%  Number of returns with ordinary dividends
564           16   $2,000,000 under $5,000,000  e00600_nnz  nret_orddiv     116,753        116,753            0     0.0%    6.7%  Number of returns with ordinary dividends
598           17  $5,000,000 under $10,000,000  e00600_nnz  nret_orddiv      29,452      1,573,246    1,543,794  5241.7%   20.5%  Number of returns with ordinary dividends
632           18           $10,000,000 or more  e00600_nnz  nret_orddiv      19,317         19,317            0     0.0%   -1.5%  Number of returns with ordinary dividends

     common_stub                      incrange     pufvar   irsvar              irs                puf               diff    pdiff  ipdiff           column_description
3              0                   All returns  c01000pos  cggross  859,894,631,000  9,716,993,274,029  8,857,098,643,029  1030.0%   -0.4%  Capital gains gross taxable
37             1                  Under $5,000  c01000pos  cggross   19,771,923,000     19,771,923,000                  0     0.0%  -65.9%  Capital gains gross taxable
71             2          $5,000 under $10,000  c01000pos  cggross      879,902,000      9,302,098,841      8,422,196,841   957.2%  -37.8%  Capital gains gross taxable
105            3         $10,000 under $15,000  c01000pos  cggross    1,475,473,000     38,421,722,616     36,946,249,616  2504.0%  -20.4%  Capital gains gross taxable
139            4         $15,000 under $20,000  c01000pos  cggross    1,325,812,000     33,443,642,878     32,117,830,878  2422.5%   26.9%  Capital gains gross taxable
173            5         $20,000 under $25,000  c01000pos  cggross    1,712,450,000      1,712,450,000                 -0    -0.0%    3.9%  Capital gains gross taxable
207            6         $25,000 under $30,000  c01000pos  cggross    1,508,109,000      1,508,109,000                 -0    -0.0%    8.4%  Capital gains gross taxable
241            7         $30,000 under $40,000  c01000pos  cggross    3,799,333,000      3,799,333,000                  0     0.0%   15.1%  Capital gains gross taxable
275            8         $40,000 under $50,000  c01000pos  cggross    4,655,431,000    266,966,090,709    262,310,659,709  5634.5%   83.4%  Capital gains gross taxable
309            9         $50,000 under $75,000  c01000pos  cggross   13,508,802,000    772,837,672,707    759,328,870,707  5621.0%   36.8%  Capital gains gross taxable
343           10        $75,000 under $100,000  c01000pos  cggross   18,527,349,000    845,110,342,080    826,582,993,080  4461.4%    5.0%  Capital gains gross taxable
377           11       $100,000 under $200,000  c01000pos  cggross   66,274,073,000  2,192,359,175,504  2,126,085,102,504  3208.0%  -11.3%  Capital gains gross taxable
411           12       $200,000 under $500,000  c01000pos  cggross  109,971,765,000    109,971,765,000                 -0    -0.0%   -7.0%  Capital gains gross taxable
445           13     $500,000 under $1,000,000  c01000pos  cggross   79,424,756,000  2,114,016,692,427  2,034,591,936,427  2561.7%   10.2%  Capital gains gross taxable
479           14   $1,000,000 under $1,500,000  c01000pos  cggross   42,974,938,000     42,974,938,000                  0     0.0%   16.1%  Capital gains gross taxable
513           15   $1,500,000 under $2,000,000  c01000pos  cggross   29,813,179,000     29,813,179,000                  0     0.0%   33.8%  Capital gains gross taxable
547           16   $2,000,000 under $5,000,000  c01000pos  cggross   93,502,832,000     93,502,832,000                  0     0.0%   27.8%  Capital gains gross taxable
581           17  $5,000,000 under $10,000,000  c01000pos  cggross   68,993,824,000  2,839,706,626,267  2,770,712,802,267  4015.9%   38.5%  Capital gains gross taxable
615           18           $10,000,000 or more  c01000pos  cggross  301,774,681,000    301,774,681,000                  0     0.0%  -20.9%  Capital gains gross taxable

     common_stub                      incrange         pufvar        irsvar         irs          puf         diff    pdiff  ipdiff                                  column_description
4              0                   All returns  c01000pos_nnz  nret_cggross  13,698,506  372,454,464  358,755,958  2618.9%  -10.1%  Number of returns with capital gains gross taxable
38             1                  Under $5,000  c01000pos_nnz  nret_cggross     437,630      437,630            0     0.0%  -44.0%  Number of returns with capital gains gross taxable
72             2          $5,000 under $10,000  c01000pos_nnz  nret_cggross     324,549    5,051,404    4,726,855  1456.4%  -47.3%  Number of returns with capital gains gross taxable
106            3         $10,000 under $15,000  c01000pos_nnz  nret_cggross     347,534   10,391,380   10,043,846  2890.0%  -23.9%  Number of returns with capital gains gross taxable
140            4         $15,000 under $20,000  c01000pos_nnz  nret_cggross     305,884   10,108,681    9,802,797  3204.7%   -4.9%  Number of returns with capital gains gross taxable
174            5         $20,000 under $25,000  c01000pos_nnz  nret_cggross     324,651      324,651           -0    -0.0%  -14.1%  Number of returns with capital gains gross taxable
208            6         $25,000 under $30,000  c01000pos_nnz  nret_cggross     313,023      313,023           -0    -0.0%  -18.0%  Number of returns with capital gains gross taxable
242            7         $30,000 under $40,000  c01000pos_nnz  nret_cggross     610,424      610,424           -0    -0.0%   -9.0%  Number of returns with capital gains gross taxable
276            8         $40,000 under $50,000  c01000pos_nnz  nret_cggross     637,343   26,891,787   26,254,444  4119.4%    7.1%  Number of returns with capital gains gross taxable
310            9         $50,000 under $75,000  c01000pos_nnz  nret_cggross   1,693,384   77,094,353   75,400,969  4452.7%   -2.8%  Number of returns with capital gains gross taxable
344           10        $75,000 under $100,000  c01000pos_nnz  nret_cggross   1,673,930   69,910,343   68,236,413  4076.4%   -9.7%  Number of returns with capital gains gross taxable
378           11       $100,000 under $200,000  c01000pos_nnz  nret_cggross   3,748,985  142,861,730  139,112,745  3710.7%  -12.6%  Number of returns with capital gains gross taxable
412           12       $200,000 under $500,000  c01000pos_nnz  nret_cggross   2,366,587    2,366,587           -0    -0.0%   -7.1%  Number of returns with capital gains gross taxable
446           13     $500,000 under $1,000,000  c01000pos_nnz  nret_cggross     575,245   24,252,220   23,676,975  4116.0%   -1.7%  Number of returns with capital gains gross taxable
480           14   $1,000,000 under $1,500,000  c01000pos_nnz  nret_cggross     142,145      142,145            0     0.0%    5.4%  Number of returns with capital gains gross taxable
514           15   $1,500,000 under $2,000,000  c01000pos_nnz  nret_cggross      61,878       61,878            0     0.0%   19.1%  Number of returns with capital gains gross taxable
548           16   $2,000,000 under $5,000,000  c01000pos_nnz  nret_cggross      93,801       93,801           -0    -0.0%   10.0%  Number of returns with capital gains gross taxable
582           17  $5,000,000 under $10,000,000  c01000pos_nnz  nret_cggross      24,609    1,525,525    1,500,916  6099.1%   25.7%  Number of returns with capital gains gross taxable
616           18           $10,000,000 or more  c01000pos_nnz  nret_cggross      16,902       16,902            0     0.0%    2.0%  Number of returns with capital gains gross taxable

     common_stub                      incrange     pufvar  irsvar              irs               puf              diff    pdiff  ipdiff    column_description
1              0                   All returns  c01000neg  cgloss  -16,779,101,000  -354,792,607,524  -338,013,506,524  2014.5%  -21.8%  Capital loss taxable
35             1                  Under $5,000  c01000neg  cgloss   -1,641,623,000    -1,656,437,305       -14,814,305     0.9%  -44.7%  Capital loss taxable
69             2          $5,000 under $10,000  c01000neg  cgloss     -547,009,000   -10,960,015,277   -10,413,006,277  1903.6%  -28.0%  Capital loss taxable
103            3         $10,000 under $15,000  c01000neg  cgloss     -516,537,000   -14,136,183,025   -13,619,646,025  2636.7%  -30.9%  Capital loss taxable
137            4         $15,000 under $20,000  c01000neg  cgloss     -441,066,000    -8,497,424,266    -8,056,358,266  1826.6%  -32.1%  Capital loss taxable
171            5         $20,000 under $25,000  c01000neg  cgloss     -415,082,000      -346,598,714        68,483,286   -16.5%  -26.5%  Capital loss taxable
205            6         $25,000 under $30,000  c01000neg  cgloss     -437,005,000      -420,576,695        16,428,305    -3.8%  -23.7%  Capital loss taxable
239            7         $30,000 under $40,000  c01000neg  cgloss     -821,100,000      -633,829,552       187,270,448   -22.8%  -30.7%  Capital loss taxable
273            8         $40,000 under $50,000  c01000neg  cgloss     -702,183,000   -32,264,373,165   -31,562,190,165  4494.9%   -2.4%  Capital loss taxable
307            9         $50,000 under $75,000  c01000neg  cgloss   -2,039,924,000   -70,910,949,537   -68,871,025,537  3376.2%  -25.5%  Capital loss taxable
341           10        $75,000 under $100,000  c01000neg  cgloss   -1,940,970,000   -53,608,979,644   -51,668,009,644  2662.0%  -25.5%  Capital loss taxable
375           11       $100,000 under $200,000  c01000neg  cgloss   -4,040,570,000  -131,083,315,300  -127,042,745,300  3144.2%  -14.0%  Capital loss taxable
409           12       $200,000 under $500,000  c01000neg  cgloss   -2,397,176,000    -2,227,049,801       170,126,199    -7.1%  -13.5%  Capital loss taxable
443           13     $500,000 under $1,000,000  c01000neg  cgloss     -551,502,000   -27,147,707,586   -26,596,205,586  4822.5%   -9.2%  Capital loss taxable
477           14   $1,000,000 under $1,500,000  c01000neg  cgloss     -134,937,000      -127,766,778         7,170,222    -5.3%  -12.3%  Capital loss taxable
511           15   $1,500,000 under $2,000,000  c01000neg  cgloss      -54,399,000       -52,984,638         1,414,362    -2.6%  -10.7%  Capital loss taxable
545           16   $2,000,000 under $5,000,000  c01000neg  cgloss      -73,683,000       -73,030,095           652,905    -0.9%  -16.6%  Capital loss taxable
579           17  $5,000,000 under $10,000,000  c01000neg  cgloss      -16,068,000      -637,161,692      -621,093,692  3865.4%   -7.9%  Capital loss taxable
613           18           $10,000,000 or more  c01000neg  cgloss       -8,267,000        -8,224,454            42,546    -0.5%  -22.8%  Capital loss taxable

     common_stub                      incrange         pufvar       irsvar        irs          puf         diff    pdiff  ipdiff                           column_description
2              0                   All returns  c01000neg_nnz  nret_cgloss  7,471,221  182,682,755  175,211,534  2345.2%  -15.1%  Number of returns with capital loss taxable
36             1                  Under $5,000  c01000neg_nnz  nret_cgloss    709,045      709,045           -0    -0.0%  -43.7%  Number of returns with capital loss taxable
70             2          $5,000 under $10,000  c01000neg_nnz  nret_cgloss    264,552    6,071,129    5,806,577  2194.9%  -36.8%  Number of returns with capital loss taxable
104            3         $10,000 under $15,000  c01000neg_nnz  nret_cgloss    234,246    7,550,425    7,316,179  3123.3%  -27.6%  Number of returns with capital loss taxable
138            4         $15,000 under $20,000  c01000neg_nnz  nret_cgloss    204,769    5,638,988    5,434,219  2653.8%  -19.7%  Number of returns with capital loss taxable
172            5         $20,000 under $25,000  c01000neg_nnz  nret_cgloss    190,269      190,269           -0    -0.0%  -13.0%  Number of returns with capital loss taxable
206            6         $25,000 under $30,000  c01000neg_nnz  nret_cgloss    205,169      205,169           -0    -0.0%  -21.2%  Number of returns with capital loss taxable
240            7         $30,000 under $40,000  c01000neg_nnz  nret_cgloss    380,801      380,801            0     0.0%  -18.0%  Number of returns with capital loss taxable
274            8         $40,000 under $50,000  c01000neg_nnz  nret_cgloss    328,643   15,154,109   14,825,466  4511.1%   -0.2%  Number of returns with capital loss taxable
308            9         $50,000 under $75,000  c01000neg_nnz  nret_cgloss    922,328   38,757,894   37,835,566  4102.2%  -14.3%  Number of returns with capital loss taxable
342           10        $75,000 under $100,000  c01000neg_nnz  nret_cgloss    879,878   29,296,112   28,416,234  3229.6%  -16.4%  Number of returns with capital loss taxable
376           11       $100,000 under $200,000  c01000neg_nnz  nret_cgloss  1,802,059   65,915,574   64,113,515  3557.8%   -6.0%  Number of returns with capital loss taxable
410           12       $200,000 under $500,000  c01000neg_nnz  nret_cgloss  1,032,204    1,032,204           -0    -0.0%   -7.4%  Number of returns with capital loss taxable
444           13     $500,000 under $1,000,000  c01000neg_nnz  nret_cgloss    213,262   11,460,534   11,247,272  5273.9%   -2.6%  Number of returns with capital loss taxable
478           14   $1,000,000 under $1,500,000  c01000neg_nnz  nret_cgloss     49,190       49,190            0     0.0%   -7.5%  Number of returns with capital loss taxable
512           15   $1,500,000 under $2,000,000  c01000neg_nnz  nret_cgloss     19,722       19,722           -0    -0.0%   -9.0%  Number of returns with capital loss taxable
546           16   $2,000,000 under $5,000,000  c01000neg_nnz  nret_cgloss     26,547       26,547            0     0.0%  -15.7%  Number of returns with capital loss taxable
580           17  $5,000,000 under $10,000,000  c01000neg_nnz  nret_cgloss      5,645      222,149      216,504  3835.3%   -6.6%  Number of returns with capital loss taxable
614           18           $10,000,000 or more  c01000neg_nnz  nret_cgloss      2,893        2,893            0     0.0%  -23.3%  Number of returns with capital loss taxable

     common_stub                      incrange  pufvar    irsvar                irs                 puf                diff    pdiff  ipdiff                                   column_description
21             0                   All returns  e01500  pensions  1,171,791,907,000  51,845,694,645,359  50,673,902,738,359  4324.5%   -0.9%  Total pensions and annuities (including nontaxable)
55             1                  Under $5,000  e01500  pensions     13,204,540,000      13,204,540,000                   0     0.0%  -36.2%  Total pensions and annuities (including nontaxable)
89             2          $5,000 under $10,000  e01500  pensions     10,211,529,000     132,614,641,416     122,403,112,416  1198.7%  -66.4%  Total pensions and annuities (including nontaxable)
123            3         $10,000 under $15,000  e01500  pensions     18,171,930,000     651,705,998,687     633,534,068,687  3486.3%   -7.3%  Total pensions and annuities (including nontaxable)
157            4         $15,000 under $20,000  e01500  pensions     20,721,157,000     937,988,234,912     917,267,077,912  4426.7%    3.2%  Total pensions and annuities (including nontaxable)
191            5         $20,000 under $25,000  e01500  pensions     23,912,287,000      23,912,287,000                  -0    -0.0%   -5.7%  Total pensions and annuities (including nontaxable)
225            6         $25,000 under $30,000  e01500  pensions     23,998,290,000      23,998,290,000                  -0    -0.0%   26.0%  Total pensions and annuities (including nontaxable)
259            7         $30,000 under $40,000  e01500  pensions     48,794,181,000      48,794,181,000                  -0    -0.0%   12.4%  Total pensions and annuities (including nontaxable)
293            8         $40,000 under $50,000  e01500  pensions     51,533,778,000   3,069,308,924,253   3,017,775,146,253  5855.9%   20.8%  Total pensions and annuities (including nontaxable)
327            9         $50,000 under $75,000  e01500  pensions    158,863,197,000  11,840,971,049,161  11,682,107,852,161  7353.6%    7.6%  Total pensions and annuities (including nontaxable)
361           10        $75,000 under $100,000  e01500  pensions    166,773,240,000  11,450,495,802,514  11,283,722,562,514  6765.9%    0.9%  Total pensions and annuities (including nontaxable)
395           11       $100,000 under $200,000  e01500  pensions    372,883,554,000  21,290,135,903,976  20,917,252,349,976  5609.6%   -4.3%  Total pensions and annuities (including nontaxable)
429           12       $200,000 under $500,000  e01500  pensions    195,414,646,000     195,414,646,000                  -0    -0.0%  -10.8%  Total pensions and annuities (including nontaxable)
463           13     $500,000 under $1,000,000  e01500  pensions     41,237,548,000   2,071,115,528,570   2,029,877,980,570  4922.4%   -0.6%  Total pensions and annuities (including nontaxable)
497           14   $1,000,000 under $1,500,000  e01500  pensions     10,150,853,000      10,150,853,000                   0     0.0%   10.5%  Total pensions and annuities (including nontaxable)
531           15   $1,500,000 under $2,000,000  e01500  pensions      4,472,303,000       4,472,303,000                   0     0.0%   24.6%  Total pensions and annuities (including nontaxable)
565           16   $2,000,000 under $5,000,000  e01500  pensions      7,144,885,000       7,144,885,000                   0     0.0%   19.4%  Total pensions and annuities (including nontaxable)
599           17  $5,000,000 under $10,000,000  e01500  pensions      2,160,456,000      72,123,044,870      69,962,588,870  3238.3%   22.9%  Total pensions and annuities (including nontaxable)
633           18           $10,000,000 or more  e01500  pensions      2,143,532,000       2,143,532,000                   0     0.0%   -9.8%  Total pensions and annuities (including nontaxable)

     common_stub                      incrange      pufvar         irsvar         irs            puf           diff    pdiff  ipdiff                                                          column_description
22             0                   All returns  e01500_nnz  nret_pensions  30,610,779  1,173,536,721  1,142,925,942  3733.7%   -2.8%  Number of returns with total pensions and annuities (including nontaxable)
56             1                  Under $5,000  e01500_nnz  nret_pensions   1,004,073      1,004,073              0     0.0%  -59.5%  Number of returns with total pensions and annuities (including nontaxable)
90             2          $5,000 under $10,000  e01500_nnz  nret_pensions   1,208,473     18,375,507     17,167,034  1420.6%  -69.2%  Number of returns with total pensions and annuities (including nontaxable)
124            3         $10,000 under $15,000  e01500_nnz  nret_pensions   1,573,498     59,687,686     58,114,188  3693.3%  -18.6%  Number of returns with total pensions and annuities (including nontaxable)
158            4         $15,000 under $20,000  e01500_nnz  nret_pensions   1,545,385     69,327,919     67,782,534  4386.1%   -5.8%  Number of returns with total pensions and annuities (including nontaxable)
192            5         $20,000 under $25,000  e01500_nnz  nret_pensions   1,507,057      1,507,057             -0    -0.0%   -9.6%  Number of returns with total pensions and annuities (including nontaxable)
226            6         $25,000 under $30,000  e01500_nnz  nret_pensions   1,360,383      1,360,383             -0    -0.0%   22.4%  Number of returns with total pensions and annuities (including nontaxable)
260            7         $30,000 under $40,000  e01500_nnz  nret_pensions   2,496,150      2,496,150             -0    -0.0%    4.1%  Number of returns with total pensions and annuities (including nontaxable)
294            8         $40,000 under $50,000  e01500_nnz  nret_pensions   2,203,783    121,486,045    119,282,262  5412.6%   11.5%  Number of returns with total pensions and annuities (including nontaxable)
328            9         $50,000 under $75,000  e01500_nnz  nret_pensions   5,129,174    333,426,773    328,297,599  6400.6%    5.4%  Number of returns with total pensions and annuities (including nontaxable)
362           10        $75,000 under $100,000  e01500_nnz  nret_pensions   4,060,177    209,145,721    205,085,544  5051.1%    0.3%  Number of returns with total pensions and annuities (including nontaxable)
396           11       $100,000 under $200,000  e01500_nnz  nret_pensions   6,326,557    339,283,455    332,956,898  5262.8%    2.1%  Number of returns with total pensions and annuities (including nontaxable)
430           12       $200,000 under $500,000  e01500_nnz  nret_pensions   1,838,752      1,838,752             -0    -0.0%   -0.0%  Number of returns with total pensions and annuities (including nontaxable)
464           13     $500,000 under $1,000,000  e01500_nnz  nret_pensions     240,808     14,152,024     13,911,216  5776.9%    7.0%  Number of returns with total pensions and annuities (including nontaxable)
498           14   $1,000,000 under $1,500,000  e01500_nnz  nret_pensions      52,066         52,066              0     0.0%   13.1%  Number of returns with total pensions and annuities (including nontaxable)
532           15   $1,500,000 under $2,000,000  e01500_nnz  nret_pensions      21,292         21,292              0     0.0%   23.9%  Number of returns with total pensions and annuities (including nontaxable)
566           16   $2,000,000 under $5,000,000  e01500_nnz  nret_pensions      30,807         30,807              0     0.0%   15.2%  Number of returns with total pensions and annuities (including nontaxable)
600           17  $5,000,000 under $10,000,000  e01500_nnz  nret_pensions       7,500        336,167        328,667  4382.2%   28.5%  Number of returns with total pensions and annuities (including nontaxable)
634           18           $10,000,000 or more  e01500_nnz  nret_pensions       4,844          4,844              0     0.0%    2.1%  Number of returns with total pensions and annuities (including nontaxable)

     common_stub                      incrange  pufvar     irsvar              irs                 puf                diff    pdiff  ipdiff              column_description
23             0                   All returns  e02400  socsectot  644,989,570,000  19,393,236,604,391  18,748,247,034,391  2906.8%  -12.2%  Total Social Security benefits
57             1                  Under $5,000  e02400  socsectot   51,453,659,000      35,163,949,966     -16,289,709,034   -31.7%  -63.6%  Total Social Security benefits
91             2          $5,000 under $10,000  e02400  socsectot   37,114,006,000     481,573,893,296     444,459,887,296  1197.6%  -70.0%  Total Social Security benefits
