
Regrown reweighted puf, ipopt method, compared to IRS values, run on 2020-11-20

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

     common_stub     incrange         pufvar              target                 puf            diff  pdiff  ipdiff                                                                     column_description
240            8         $40,000 under $50,000  e00300_nnz   2,704,026   2,706,730   2,704   0.1%   30.7%  Number of returns with taxable interest
211            9         $50,000 under $75,000  e00300_nnz   6,608,661   6,615,270   6,609   0.1%   26.4%  Number of returns with taxable interest
192           10        $75,000 under $100,000  e00300_nnz   5,854,757   5,860,612   5,855   0.1%   19.9%  Number of returns with taxable interest
249           11       $100,000 under $200,000  e00300_nnz  11,121,958  11,133,080  11,122   0.1%   23.9%  Number of returns with taxable interest
218           12       $200,000 under $500,000  e00300_nnz   4,755,311   4,760,066   4,755   0.1%   16.4%  Number of returns with taxable interest
158           13     $500,000 under $1,000,000  e00300_nnz     918,148     919,066     918   0.1%    9.0%  Number of returns with taxable interest
167           14   $1,000,000 under $1,500,000  e00300_nnz     213,278     213,491     213   0.1%    7.0%  Number of returns with taxable interest
179           15   $1,500,000 under $2,000,000  e00300_nnz      87,836      87,924      88   0.1%   15.0%  Number of returns with taxable interest
195           16   $2,000,000 under $5,000,000  e00300_nnz     127,158     127,285     127   0.1%    6.8%  Number of returns with taxable interest
732           17  $5,000,000 under $10,000,000  e00300_nnz      31,277      31,280       3   0.0%   19.9%  Number of returns with taxable interest
557           18           $10,000,000 or more  e00300_nnz      20,088      20,068     -20  -0.1%   -1.2%  Number of returns with taxable interest

     common_stub                      incrange  pufvar           target              puf         diff  pdiff  ipdiff  column_description
620            0                   All returns  e00600  282,336,042,000  282,599,956,402  263,914,402   0.1%    2.9%  Ordinary dividends
742            1                  Under $5,000  e00600    6,297,087,000    6,296,753,693     -333,307  -0.0%  -47.8%  Ordinary dividends
605            2          $5,000 under $10,000  e00600    1,282,506,000    1,283,754,199    1,248,199   0.1%  -22.3%  Ordinary dividends
107            3         $10,000 under $15,000  e00600    1,834,544,000    1,836,378,564    1,834,564   0.1%   22.2%  Ordinary dividends
111            4         $15,000 under $20,000  e00600    1,830,363,000    1,832,193,383    1,830,383   0.1%   63.3%  Ordinary dividends
531            5         $20,000 under $25,000  e00600    1,903,404,000    1,905,307,422    1,903,422   0.1%   17.9%  Ordinary dividends
478            6         $25,000 under $30,000  e00600    1,924,456,000    1,926,380,475    1,924,475   0.1%   35.5%  Ordinary dividends
127            7         $30,000 under $40,000  e00600    4,106,378,000    4,110,484,421    4,106,421   0.1%   75.8%  Ordinary dividends
157            8         $40,000 under $50,000  e00600    3,903,451,000    3,907,354,491    3,903,491   0.1%  102.0%  Ordinary dividends
126            9         $50,000 under $75,000  e00600   13,168,278,000   13,181,446,416   13,168,416   0.1%   56.4%  Ordinary dividends
143           10        $75,000 under $100,000  e00600   15,424,556,000   15,439,980,714   15,424,714   0.1%   28.6%  Ordinary dividends
387           11       $100,000 under $200,000  e00600   46,748,395,000   46,795,143,859   46,748,859   0.1%    7.3%  Ordinary dividends
238           12       $200,000 under $500,000  e00600   53,605,486,000   53,659,092,023   53,606,023   0.1%  -11.3%  Ordinary dividends
153           13     $500,000 under $1,000,000  e00600   28,937,256,000   28,966,193,551   28,937,551   0.1%    4.6%  Ordinary dividends
151           14   $1,000,000 under $1,500,000  e00600   13,010,147,000   13,023,157,280   13,010,280   0.1%    5.2%  Ordinary dividends
145           15   $1,500,000 under $2,000,000  e00600    8,391,122,000    8,399,513,208    8,391,208   0.1%   25.4%  Ordinary dividends
196           16   $2,000,000 under $5,000,000  e00600   22,009,340,000   22,031,349,562   22,009,562   0.1%   12.2%  Ordinary dividends
730           17  $5,000,000 under $10,000,000  e00600   13,243,761,000   13,245,245,168    1,484,168   0.0%   28.8%  Ordinary dividends
136           18           $10,000,000 or more  e00600   44,715,512,000   44,760,227,974   44,715,974   0.1%  -40.2%  Ordinary dividends

     common_stub                      incrange      pufvar      target         puf    diff  pdiff  ipdiff                         column_description
628            0                   All returns  e00600_nnz  28,171,331  28,196,314  24,983   0.1%    4.4%  Number of returns with ordinary dividends
723            1                  Under $5,000  e00600_nnz   1,364,222   1,364,014    -208  -0.0%  -33.9%  Number of returns with ordinary dividends
589            2          $5,000 under $10,000  e00600_nnz     815,099     815,911     812   0.1%  -34.1%  Number of returns with ordinary dividends
496            3         $10,000 under $15,000  e00600_nnz     875,416     876,291     875   0.1%   -6.7%  Number of returns with ordinary dividends
535            4         $15,000 under $20,000  e00600_nnz     794,490     793,696    -794  -0.1%    9.8%  Number of returns with ordinary dividends
263            5         $20,000 under $25,000  e00600_nnz     775,451     776,226     775   0.1%   -0.8%  Number of returns with ordinary dividends
303            6         $25,000 under $30,000  e00600_nnz     744,390     745,134     744   0.1%   22.6%  Number of returns with ordinary dividends
516            7         $30,000 under $40,000  e00600_nnz   1,499,953   1,501,453   1,500   0.1%   11.7%  Number of returns with ordinary dividends
524            8         $40,000 under $50,000  e00600_nnz   1,448,472   1,449,920   1,448   0.1%   18.6%  Number of returns with ordinary dividends
464            9         $50,000 under $75,000  e00600_nnz   3,812,081   3,815,893   3,812   0.1%    9.4%  Number of returns with ordinary dividends
187           10        $75,000 under $100,000  e00600_nnz   3,510,707   3,514,218   3,511   0.1%    7.5%  Number of returns with ordinary dividends
341           11       $100,000 under $200,000  e00600_nnz   7,416,984   7,424,401   7,417   0.1%    6.4%  Number of returns with ordinary dividends
258           12       $200,000 under $500,000  e00600_nnz   3,869,169   3,873,038   3,869   0.1%    4.4%  Number of returns with ordinary dividends
172           13     $500,000 under $1,000,000  e00600_nnz     810,519     811,330     811   0.1%    4.2%  Number of returns with ordinary dividends
169           14   $1,000,000 under $1,500,000  e00600_nnz     188,882     189,071     189   0.1%    6.0%  Number of returns with ordinary dividends
184           15   $1,500,000 under $2,000,000  e00600_nnz      79,972      80,052      80   0.1%   15.3%  Number of returns with ordinary dividends
197           16   $2,000,000 under $5,000,000  e00600_nnz     116,753     116,870     117   0.1%    6.7%  Number of returns with ordinary dividends
711           17  $5,000,000 under $10,000,000  e00600_nnz      29,452      29,459       7   0.0%   20.5%  Number of returns with ordinary dividends
112           18           $10,000,000 or more  e00600_nnz      19,317      19,336      19   0.1%   -1.5%  Number of returns with ordinary dividends

     common_stub                      incrange     pufvar           target              puf         diff  pdiff  ipdiff           column_description
624            0                   All returns  c01000pos  859,894,631,000  860,686,232,582  791,601,582   0.1%   -0.4%  Capital gains gross taxable
682            1                  Under $5,000  c01000pos   19,771,923,000   19,763,206,019   -8,716,981  -0.0%  -65.9%  Capital gains gross taxable
580            2          $5,000 under $10,000  c01000pos      879,902,000      880,781,888      879,888   0.1%  -37.8%  Capital gains gross taxable
544            3         $10,000 under $15,000  c01000pos    1,475,473,000    1,473,997,513   -1,475,487  -0.1%  -20.4%  Capital gains gross taxable
527            4         $15,000 under $20,000  c01000pos    1,325,812,000    1,327,137,825    1,325,825   0.1%   26.9%  Capital gains gross taxable
342            5         $20,000 under $25,000  c01000pos    1,712,450,000    1,714,162,467    1,712,467   0.1%    3.9%  Capital gains gross taxable
476            6         $25,000 under $30,000  c01000pos    1,508,109,000    1,509,617,124    1,508,124   0.1%    8.4%  Capital gains gross taxable
482            7         $30,000 under $40,000  c01000pos    3,799,333,000    3,803,132,370    3,799,370   0.1%   15.1%  Capital gains gross taxable
182            8         $40,000 under $50,000  c01000pos    4,655,431,000    4,660,086,478    4,655,478   0.1%   83.4%  Capital gains gross taxable
199            9         $50,000 under $75,000  c01000pos   13,508,802,000   13,522,310,938   13,508,938   0.1%   36.8%  Capital gains gross taxable
139           10        $75,000 under $100,000  c01000pos   18,527,349,000   18,545,876,540   18,527,540   0.1%    5.0%  Capital gains gross taxable
472           11       $100,000 under $200,000  c01000pos   66,274,073,000   66,340,347,725   66,274,725   0.1%  -11.3%  Capital gains gross taxable
175           12       $200,000 under $500,000  c01000pos  109,971,765,000  110,081,737,877  109,972,877   0.1%   -7.0%  Capital gains gross taxable
118           13     $500,000 under $1,000,000  c01000pos   79,424,756,000   79,504,181,613   79,425,613   0.1%   10.2%  Capital gains gross taxable
121           14   $1,000,000 under $1,500,000  c01000pos   42,974,938,000   43,017,913,393   42,975,393   0.1%   16.1%  Capital gains gross taxable
135           15   $1,500,000 under $2,000,000  c01000pos   29,813,179,000   29,842,992,487   29,813,487   0.1%   33.8%  Capital gains gross taxable
154           16   $2,000,000 under $5,000,000  c01000pos   93,502,832,000   93,596,335,784   93,503,784   0.1%   27.8%  Capital gains gross taxable
678           17  $5,000,000 under $10,000,000  c01000pos   68,993,824,000   69,025,955,624   32,131,624   0.0%   38.5%  Capital gains gross taxable
119           18           $10,000,000 or more  c01000pos  301,774,681,000  302,076,458,917  301,777,917   0.1%  -20.9%  Capital gains gross taxable

     common_stub                      incrange         pufvar      target         puf     diff  pdiff  ipdiff                                  column_description
612            0                   All returns  c01000pos_nnz  13,698,506  13,685,350  -13,156  -0.1%  -10.1%  Number of returns with capital gains gross taxable
716            1                  Under $5,000  c01000pos_nnz     437,630     437,716       86   0.0%  -44.0%  Number of returns with capital gains gross taxable
581            2          $5,000 under $10,000  c01000pos_nnz     324,549     324,225     -324  -0.1%  -47.3%  Number of returns with capital gains gross taxable
458            3         $10,000 under $15,000  c01000pos_nnz     347,534     347,186     -348  -0.1%  -23.9%  Number of returns with capital gains gross taxable
426            4         $15,000 under $20,000  c01000pos_nnz     305,884     305,578     -306  -0.1%   -4.9%  Number of returns with capital gains gross taxable
456            5         $20,000 under $25,000  c01000pos_nnz     324,651     324,326     -325  -0.1%  -14.1%  Number of returns with capital gains gross taxable
414            6         $25,000 under $30,000  c01000pos_nnz     313,023     312,710     -313  -0.1%  -18.0%  Number of returns with capital gains gross taxable
352            7         $30,000 under $40,000  c01000pos_nnz     610,424     609,814     -610  -0.1%   -9.0%  Number of returns with capital gains gross taxable
370            8         $40,000 under $50,000  c01000pos_nnz     637,343     636,706     -637  -0.1%    7.1%  Number of returns with capital gains gross taxable
380            9         $50,000 under $75,000  c01000pos_nnz   1,693,384   1,691,691   -1,693  -0.1%   -2.8%  Number of returns with capital gains gross taxable
410           10        $75,000 under $100,000  c01000pos_nnz   1,673,930   1,672,256   -1,674  -0.1%   -9.7%  Number of returns with capital gains gross taxable
312           11       $100,000 under $200,000  c01000pos_nnz   3,748,985   3,745,236   -3,749  -0.1%  -12.6%  Number of returns with capital gains gross taxable
361           12       $200,000 under $500,000  c01000pos_nnz   2,366,587   2,364,220   -2,367  -0.1%   -7.1%  Number of returns with capital gains gross taxable
490           13     $500,000 under $1,000,000  c01000pos_nnz     575,245     574,670     -575  -0.1%   -1.7%  Number of returns with capital gains gross taxable
473           14   $1,000,000 under $1,500,000  c01000pos_nnz     142,145     142,003     -142  -0.1%    5.4%  Number of returns with capital gains gross taxable
454           15   $1,500,000 under $2,000,000  c01000pos_nnz      61,878      61,816      -62  -0.1%   19.1%  Number of returns with capital gains gross taxable
415           16   $2,000,000 under $5,000,000  c01000pos_nnz      93,801      93,707      -94  -0.1%   10.0%  Number of returns with capital gains gross taxable
719           17  $5,000,000 under $10,000,000  c01000pos_nnz      24,609      24,605       -4  -0.0%   25.7%  Number of returns with capital gains gross taxable
556           18           $10,000,000 or more  c01000pos_nnz      16,902      16,885      -17  -0.1%    2.0%  Number of returns with capital gains gross taxable

     common_stub                      incrange     pufvar           target              puf        diff  pdiff  ipdiff    column_description
633            0                   All returns  c01000neg  -16,779,101,000  -16,764,687,247  14,413,753  -0.1%  -21.8%  Capital loss taxable
685            1                  Under $5,000  c01000neg   -1,641,623,000   -1,642,323,811    -700,811   0.0%  -44.7%  Capital loss taxable
597            2          $5,000 under $10,000  c01000neg     -547,009,000     -546,470,388     538,612  -0.1%  -28.0%  Capital loss taxable
508            3         $10,000 under $15,000  c01000neg     -516,537,000     -516,020,458     516,542  -0.1%  -30.9%  Capital loss taxable
491            4         $15,000 under $20,000  c01000neg     -441,066,000     -440,624,930     441,070  -0.1%  -32.1%  Capital loss taxable
509            5         $20,000 under $25,000  c01000neg     -415,082,000     -414,666,914     415,086  -0.1%  -26.5%  Capital loss taxable
471            6         $25,000 under $30,000  c01000neg     -437,005,000     -436,567,991     437,009  -0.1%  -23.7%  Capital loss taxable
434            7         $30,000 under $40,000  c01000neg     -821,100,000     -820,278,892     821,108  -0.1%  -30.7%  Capital loss taxable
463            8         $40,000 under $50,000  c01000neg     -702,183,000     -701,480,810     702,190  -0.1%   -2.4%  Capital loss taxable
317            9         $50,000 under $75,000  c01000neg   -2,039,924,000   -2,037,884,056   2,039,944  -0.1%  -25.5%  Capital loss taxable
351           10        $75,000 under $100,000  c01000neg   -1,940,970,000   -1,939,029,011   1,940,989  -0.1%  -25.5%  Capital loss taxable
337           11       $100,000 under $200,000  c01000neg   -4,040,570,000   -4,036,529,390   4,040,610  -0.1%  -14.0%  Capital loss taxable
375           12       $200,000 under $500,000  c01000neg   -2,397,176,000   -2,394,778,800   2,397,200  -0.1%  -13.5%  Capital loss taxable
310           13     $500,000 under $1,000,000  c01000neg     -551,502,000     -550,950,492     551,508  -0.1%   -9.2%  Capital loss taxable
294           14   $1,000,000 under $1,500,000  c01000neg     -134,937,000     -134,802,062     134,938  -0.1%  -12.3%  Capital loss taxable
319           15   $1,500,000 under $2,000,000  c01000neg      -54,399,000      -54,344,600      54,400  -0.1%  -10.7%  Capital loss taxable
313           16   $2,000,000 under $5,000,000  c01000neg      -73,683,000      -73,609,316      73,684  -0.1%  -16.6%  Capital loss taxable
735           17  $5,000,000 under $10,000,000  c01000neg      -16,068,000      -16,066,594       1,406  -0.0%   -7.9%  Capital loss taxable
551           18           $10,000,000 or more  c01000neg       -8,267,000       -8,258,733       8,267  -0.1%  -22.8%  Capital loss taxable

     common_stub                      incrange         pufvar     target        puf    diff  pdiff  ipdiff                           column_description
702            0                   All returns  c01000neg_nnz  7,471,221  7,473,433   2,212   0.0%  -15.1%  Number of returns with capital loss taxable
677            1                  Under $5,000  c01000neg_nnz    709,045    708,714    -331  -0.0%  -43.7%  Number of returns with capital loss taxable
615            2          $5,000 under $10,000  c01000neg_nnz    264,552    264,300    -252  -0.1%  -36.8%  Number of returns with capital loss taxable
498            3         $10,000 under $15,000  c01000neg_nnz    234,246    234,012    -234  -0.1%  -27.6%  Number of returns with capital loss taxable
164            4         $15,000 under $20,000  c01000neg_nnz    204,769    204,974     205   0.1%  -19.7%  Number of returns with capital loss taxable
174            5         $20,000 under $25,000  c01000neg_nnz    190,269    190,459     190   0.1%  -13.0%  Number of returns with capital loss taxable
406            6         $25,000 under $30,000  c01000neg_nnz    205,169    204,964    -205  -0.1%  -21.2%  Number of returns with capital loss taxable
292            7         $30,000 under $40,000  c01000neg_nnz    380,801    381,182     381   0.1%  -18.0%  Number of returns with capital loss taxable
495            8         $40,000 under $50,000  c01000neg_nnz    328,643    328,314    -329  -0.1%   -0.2%  Number of returns with capital loss taxable
286            9         $50,000 under $75,000  c01000neg_nnz    922,328    923,250     922   0.1%  -14.3%  Number of returns with capital loss taxable
298           10        $75,000 under $100,000  c01000neg_nnz    879,878    880,758     880   0.1%  -16.4%  Number of returns with capital loss taxable
467           11       $100,000 under $200,000  c01000neg_nnz  1,802,059  1,803,861   1,802   0.1%   -6.0%  Number of returns with capital loss taxable
485           12       $200,000 under $500,000  c01000neg_nnz  1,032,204  1,031,172  -1,032  -0.1%   -7.4%  Number of returns with capital loss taxable
245           13     $500,000 under $1,000,000  c01000neg_nnz    213,262    213,475     213   0.1%   -2.6%  Number of returns with capital loss taxable
228           14   $1,000,000 under $1,500,000  c01000neg_nnz     49,190     49,239      49   0.1%   -7.5%  Number of returns with capital loss taxable
613           15   $1,500,000 under $2,000,000  c01000neg_nnz     19,722     19,703     -19  -0.1%   -9.0%  Number of returns with capital loss taxable
308           16   $2,000,000 under $5,000,000  c01000neg_nnz     26,547     26,520     -27  -0.1%  -15.7%  Number of returns with capital loss taxable
752           17  $5,000,000 under $10,000,000  c01000neg_nnz      5,645      5,645      -0  -0.0%   -6.6%  Number of returns with capital loss taxable
550           18           $10,000,000 or more  c01000neg_nnz      2,893      2,890      -3  -0.1%  -23.3%  Number of returns with capital loss taxable

     common_stub                      incrange  pufvar             target                puf          diff  pdiff  ipdiff                                   column_description
656            0                   All returns  e01500  1,171,791,907,000  1,171,074,910,128  -716,996,872  -0.1%   -0.9%  Total pensions and annuities (including nontaxable)
724            1                  Under $5,000  e01500     13,204,540,000     13,206,477,311     1,937,311   0.0%  -36.2%  Total pensions and annuities (including nontaxable)
621            2          $5,000 under $10,000  e01500     10,211,529,000     10,221,023,331     9,494,331   0.1%  -66.4%  Total pensions and annuities (including nontaxable)
130            3         $10,000 under $15,000  e01500     18,171,930,000     18,190,102,119    18,172,119   0.1%   -7.3%  Total pensions and annuities (including nontaxable)
168            4         $15,000 under $20,000  e01500     20,721,157,000     20,741,878,367    20,721,367   0.1%    3.2%  Total pensions and annuities (including nontaxable)
562            5         $20,000 under $25,000  e01500     23,912,287,000     23,936,199,499    23,912,499   0.1%   -5.7%  Total pensions and annuities (including nontaxable)
488            6         $25,000 under $30,000  e01500     23,998,290,000     24,022,288,525    23,998,525   0.1%   26.0%  Total pensions and annuities (including nontaxable)
497            7         $30,000 under $40,000  e01500     48,794,181,000     48,842,975,657    48,794,657   0.1%   12.4%  Total pensions and annuities (including nontaxable)
399            8         $40,000 under $50,000  e01500     51,533,778,000     51,585,312,289    51,534,289   0.1%   20.8%  Total pensions and annuities (including nontaxable)
445            9         $50,000 under $75,000  e01500    158,863,197,000    158,704,332,235  -158,864,765  -0.1%    7.6%  Total pensions and annuities (including nontaxable)
369           10        $75,000 under $100,000  e01500    166,773,240,000    166,606,465,101  -166,774,899  -0.1%    0.9%  Total pensions and annuities (including nontaxable)
355           11       $100,000 under $200,000  e01500    372,883,554,000    372,510,666,734  -372,887,266  -0.1%   -4.3%  Total pensions and annuities (including nontaxable)
326           12       $200,000 under $500,000  e01500    195,414,646,000    195,219,229,406  -195,416,594  -0.1%  -10.8%  Total pensions and annuities (including nontaxable)
364           13     $500,000 under $1,000,000  e01500     41,237,548,000     41,196,310,042   -41,237,958  -0.1%   -0.6%  Total pensions and annuities (including nontaxable)
381           14   $1,000,000 under $1,500,000  e01500     10,150,853,000     10,161,003,954    10,150,954   0.1%   10.5%  Total pensions and annuities (including nontaxable)
417           15   $1,500,000 under $2,000,000  e01500      4,472,303,000      4,476,775,347     4,472,347   0.1%   24.6%  Total pensions and annuities (including nontaxable)
549           16   $2,000,000 under $5,000,000  e01500      7,144,885,000      7,152,029,951     7,144,951   0.1%   19.4%  Total pensions and annuities (including nontaxable)
756           17  $5,000,000 under $10,000,000  e01500      2,160,456,000      2,160,451,811        -4,189  -0.0%   22.9%  Total pensions and annuities (including nontaxable)
563           18           $10,000,000 or more  e01500      2,143,532,000      2,141,388,449    -2,143,551  -0.1%   -9.8%  Total pensions and annuities (including nontaxable)

     common_stub                      incrange      pufvar      target         puf    diff  pdiff  ipdiff                                                          column_description
715            0                   All returns  e01500_nnz  30,610,779  30,617,542   6,763   0.0%   -2.8%  Number of returns with total pensions and annuities (including nontaxable)
676            1                  Under $5,000  e01500_nnz   1,004,073   1,003,603    -470  -0.0%  -59.5%  Number of returns with total pensions and annuities (including nontaxable)
587            2          $5,000 under $10,000  e01500_nnz   1,208,473   1,209,680   1,207   0.1%  -69.2%  Number of returns with total pensions and annuities (including nontaxable)
460            3         $10,000 under $15,000  e01500_nnz   1,573,498   1,571,924  -1,574  -0.1%  -18.6%  Number of returns with total pensions and annuities (including nontaxable)
389            4         $15,000 under $20,000  e01500_nnz   1,545,385   1,543,840  -1,545  -0.1%   -5.8%  Number of returns with total pensions and annuities (including nontaxable)
397            5         $20,000 under $25,000  e01500_nnz   1,507,057   1,505,550  -1,507  -0.1%   -9.6%  Number of returns with total pensions and annuities (including nontaxable)
487            6         $25,000 under $30,000  e01500_nnz   1,360,383   1,361,743   1,360   0.1%   22.4%  Number of returns with total pensions and annuities (including nontaxable)
363            7         $30,000 under $40,000  e01500_nnz   2,496,150   2,493,654  -2,496  -0.1%    4.1%  Number of returns with total pensions and annuities (including nontaxable)
526            8         $40,000 under $50,000  e01500_nnz   2,203,783   2,205,987   2,204   0.1%   11.5%  Number of returns with total pensions and annuities (including nontaxable)
518            9         $50,000 under $75,000  e01500_nnz   5,129,174   5,134,303   5,129   0.1%    5.4%  Number of returns with total pensions and annuities (including nontaxable)
435           10        $75,000 under $100,000  e01500_nnz   4,060,177   4,056,117  -4,060  -0.1%    0.3%  Number of returns with total pensions and annuities (including nontaxable)
340           11       $100,000 under $200,000  e01500_nnz   6,326,557   6,332,884   6,327   0.1%    2.1%  Number of returns with total pensions and annuities (including nontaxable)
325           12       $200,000 under $500,000  e01500_nnz   1,838,752   1,840,591   1,839   0.1%   -0.0%  Number of returns with total pensions and annuities (including nontaxable)
173           13     $500,000 under $1,000,000  e01500_nnz     240,808     241,049     241   0.1%    7.0%  Number of returns with total pensions and annuities (including nontaxable)
144           14   $1,000,000 under $1,500,000  e01500_nnz      52,066      52,118      52   0.1%   13.1%  Number of returns with total pensions and annuities (including nontaxable)
156           15   $1,500,000 under $2,000,000  e01500_nnz      21,292      21,313      21   0.1%   23.9%  Number of returns with total pensions and annuities (including nontaxable)
193           16   $2,000,000 under $5,000,000  e01500_nnz      30,807      30,838      31   0.1%   15.2%  Number of returns with total pensions and annuities (including nontaxable)
750           17  $5,000,000 under $10,000,000  e01500_nnz       7,500       7,500       0   0.0%   28.5%  Number of returns with total pensions and annuities (including nontaxable)
105           18           $10,000,000 or more  e01500_nnz       4,844       4,849       5   0.1%    2.1%  Number of returns with total pensions and annuities (including nontaxable)

     common_stub                      incrange  pufvar           target              puf          diff  pdiff  ipdiff              column_description
663            0                   All returns  e02400  644,989,570,000  644,613,603,286  -375,966,714  -0.1%  -12.2%  Total Social Security benefits
639            1                  Under $5,000  e02400   51,453,659,000   51,492,996,250    39,337,250   0.1%  -63.6%  Total Social Security benefits
585            2          $5,000 under $10,000  e02400   37,114,006,000   37,076,917,215   -37,088,785  -0.1%  -70.0%  Total Social Security benefits
373            3         $10,000 under $15,000  e02400   41,753,457,000   41,711,703,128   -41,753,872  -0.1%  -35.4%  Total Social Security benefits
343            4         $15,000 under $20,000  e02400   35,555,521,000   35,519,965,125   -35,555,875  -0.1%  -21.9%  Total Social Security benefits
408            5         $20,000 under $25,000  e02400   33,489,639,000   33,456,149,029   -33,489,971  -0.1%  -16.7%  Total Social Security benefits
419            6         $25,000 under $30,000  e02400   27,215,744,000   27,188,527,987   -27,216,013  -0.1%   23.3%  Total Social Security benefits
232            7         $30,000 under $40,000  e02400   46,193,861,000   46,240,055,324    46,194,324   0.1%   12.1%  Total Social Security benefits
300            8         $40,000 under $50,000  e02400   38,155,680,000   38,193,836,061    38,156,061   0.1%   19.9%  Total Social Security benefits
357            9         $50,000 under $75,000  e02400   93,596,920,000   93,503,322,148   -93,597,852  -0.1%    1.4%  Total Social Security benefits
432           10        $75,000 under $100,000  e02400   77,224,418,000   77,147,192,819   -77,225,181  -0.1%    3.4%  Total Social Security benefits
623           11       $100,000 under $200,000  e02400  117,674,183,000  117,565,826,542  -108,356,458  -0.1%   -7.1%  Total Social Security benefits
336           12       $200,000 under $500,000  e02400   36,219,795,000   36,183,574,844   -36,220,156  -0.1%  -19.9%  Total Social Security benefits
523           13     $500,000 under $1,000,000  e02400    6,075,048,000    6,068,972,893    -6,075,107  -0.1%   -0.4%  Total Social Security benefits
483           14   $1,000,000 under $1,500,000  e02400    1,390,704,000    1,389,313,282    -1,390,718  -0.1%   -2.9%  Total Social Security benefits
503           15   $1,500,000 under $2,000,000  e02400      588,018,000      587,429,976      -588,024  -0.1%   18.9%  Total Social Security benefits
451           16   $2,000,000 under $5,000,000  e02400      902,381,000      901,478,610      -902,390  -0.1%   11.5%  Total Social Security benefits
722           17  $5,000,000 under $10,000,000  e02400      230,913,000      230,874,678       -38,322  -0.0%   19.7%  Total Social Security benefits
560           18           $10,000,000 or more  e02400      155,623,000      155,467,376      -155,624  -0.1%   -7.7%  Total Social Security benefits

     common_stub                      incrange      pufvar      target         puf    diff  pdiff  ipdiff                                     column_description
754            0                   All returns  e02400_nnz  28,967,603  28,967,385    -218  -0.0%  -11.0%  Number of returns with total Social Security benefits
631            1                  Under $5,000  e02400_nnz   2,764,827   2,762,440  -2,387  -0.1%  -63.1%  Number of returns with total Social Security benefits
584            2          $5,000 under $10,000  e02400_nnz   2,000,972   2,002,972   2,000   0.1%  -65.5%  Number of returns with total Social Security benefits
190            3         $10,000 under $15,000  e02400_nnz   2,201,549   2,203,751   2,202   0.1%  -26.7%  Number of returns with total Social Security benefits
216            4         $15,000 under $20,000  e02400_nnz   1,836,800   1,838,637   1,837   0.1%  -10.7%  Number of returns with total Social Security benefits
390            5         $20,000 under $25,000  e02400_nnz   1,637,535   1,635,897  -1,638  -0.1%  -12.2%  Number of returns with total Social Security benefits
394            6         $25,000 under $30,000  e02400_nnz   1,297,421   1,296,124  -1,297  -0.1%   21.4%  Number of returns with total Social Security benefits
667            7         $30,000 under $40,000  e02400_nnz   2,202,026   2,203,275   1,249   0.1%   10.6%  Number of returns with total Social Security benefits
749            8         $40,000 under $50,000  e02400_nnz   1,838,614   1,838,650      36   0.0%   17.7%  Number of returns with total Social Security benefits
371            9         $50,000 under $75,000  e02400_nnz   4,323,996   4,319,672  -4,324  -0.1%    4.1%  Number of returns with total Social Security benefits
412           10        $75,000 under $100,000  e02400_nnz   3,214,006   3,210,792  -3,214  -0.1%    2.3%  Number of returns with total Social Security benefits
595           11       $100,000 under $200,000  e02400_nnz   4,234,271   4,238,458   4,187   0.1%   -3.7%  Number of returns with total Social Security benefits
635           12       $200,000 under $500,000  e02400_nnz   1,146,717   1,147,678     961   0.1%   -9.6%  Number of returns with total Social Security benefits
614           13     $500,000 under $1,000,000  e02400_nnz     177,394     177,563     169   0.1%   10.0%  Number of returns with total Social Security benefits
733           14   $1,000,000 under $1,500,000  e02400_nnz      39,871      39,867      -4  -0.0%   10.0%  Number of returns with total Social Security benefits
672           15   $1,500,000 under $2,000,000  e02400_nnz      16,567      16,576       9   0.1%   30.9%  Number of returns with total Social Security benefits
706           16   $2,000,000 under $5,000,000  e02400_nnz      24,884      24,878      -6  -0.0%   26.7%  Number of returns with total Social Security benefits
739           17  $5,000,000 under $10,000,000  e02400_nnz       6,197       6,197       0   0.0%   35.9%  Number of returns with total Social Security benefits
708           18           $10,000,000 or more  e02400_nnz       3,957       3,958       1   0.0%    1.1%  Number of returns with total Social Security benefits

     common_stub                      incrange  pufvar           target              puf          diff  pdiff  ipdiff                column_description
666            0                   All returns  c02500  309,539,629,000  309,363,837,788  -175,791,212  -0.1%   -1.4%  Taxable Social Security benefits
574            1                  Under $5,000  c02500      110,488,000      110,598,489       110,489   0.1%  -71.9%  Taxable Social Security benefits
455            2          $5,000 under $10,000  c02500      243,551,000      243,307,447      -243,553  -0.1%  -96.6%  Taxable Social Security benefits
443            3         $10,000 under $15,000  c02500      323,074,000      322,750,923      -323,077  -0.1%  -50.4%  Taxable Social Security benefits
266            4         $15,000 under $20,000  c02500    1,049,423,000    1,050,472,433     1,049,433   0.1%  -26.8%  Taxable Social Security benefits
405            5         $20,000 under $25,000  c02500    3,116,870,000    3,113,753,099    -3,116,901  -0.1%  -15.8%  Taxable Social Security benefits
403            6         $25,000 under $30,000  c02500    4,545,548,000    4,541,002,407    -4,545,593  -0.1%   14.5%  Taxable Social Security benefits
