
Regrown reweighted puf, ipopt method, compared to IRS values, run on 2020-11-19

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

     common_stub     incrange         pufvar              target                 puf            diff  pdiff  ipdiff                                                                    column_description
187           10        $75,000 under $100,000  e00300_nnz   5,854,757   5,860,612   5,855  0.1%   19.9%  Number of returns with taxable interest
243           11       $100,000 under $200,000  e00300_nnz  11,121,958  11,133,080  11,122  0.1%   23.9%  Number of returns with taxable interest
237           12       $200,000 under $500,000  e00300_nnz   4,755,311   4,760,066   4,755  0.1%   16.4%  Number of returns with taxable interest
206           13     $500,000 under $1,000,000  e00300_nnz     918,148     919,066     918  0.1%    9.0%  Number of returns with taxable interest
200           14   $1,000,000 under $1,500,000  e00300_nnz     213,278     213,491     213  0.1%    7.0%  Number of returns with taxable interest
197           15   $1,500,000 under $2,000,000  e00300_nnz      87,836      87,924      88  0.1%   15.0%  Number of returns with taxable interest
213           16   $2,000,000 under $5,000,000  e00300_nnz     127,158     127,285     127  0.1%    6.8%  Number of returns with taxable interest
695           17  $5,000,000 under $10,000,000  e00300_nnz      31,277      31,279       2  0.0%   19.9%  Number of returns with taxable interest
680           18           $10,000,000 or more  e00300_nnz      20,088      20,091       3  0.0%   -1.2%  Number of returns with taxable interest

     common_stub                      incrange  pufvar           target              puf         diff  pdiff  ipdiff  column_description
665            0                   All returns  e00600  282,336,042,000  282,400,806,268   64,764,268   0.0%    2.9%  Ordinary dividends
527            1                  Under $5,000  e00600    6,297,087,000    6,290,789,853   -6,297,147  -0.1%  -47.8%  Ordinary dividends
706            2          $5,000 under $10,000  e00600    1,282,506,000    1,282,552,525       46,525   0.0%  -22.3%  Ordinary dividends
135            3         $10,000 under $15,000  e00600    1,834,544,000    1,836,378,563    1,834,563   0.1%   22.2%  Ordinary dividends
96             4         $15,000 under $20,000  e00600    1,830,363,000    1,832,193,386    1,830,386   0.1%   63.3%  Ordinary dividends
425            5         $20,000 under $25,000  e00600    1,903,404,000    1,905,307,423    1,903,423   0.1%   17.9%  Ordinary dividends
254            6         $25,000 under $30,000  e00600    1,924,456,000    1,926,380,475    1,924,475   0.1%   35.5%  Ordinary dividends
100            7         $30,000 under $40,000  e00600    4,106,378,000    4,110,484,427    4,106,427   0.1%   75.8%  Ordinary dividends
106            8         $40,000 under $50,000  e00600    3,903,451,000    3,907,354,494    3,903,494   0.1%  102.0%  Ordinary dividends
131            9         $50,000 under $75,000  e00600   13,168,278,000   13,181,446,416   13,168,416   0.1%   56.4%  Ordinary dividends
152           10        $75,000 under $100,000  e00600   15,424,556,000   15,439,980,714   15,424,714   0.1%   28.6%  Ordinary dividends
421           11       $100,000 under $200,000  e00600   46,748,395,000   46,795,143,858   46,748,858   0.1%    7.3%  Ordinary dividends
408           12       $200,000 under $500,000  e00600   53,605,486,000   53,551,879,982  -53,606,018  -0.1%  -11.3%  Ordinary dividends
437           13     $500,000 under $1,000,000  e00600   28,937,256,000   28,908,318,458  -28,937,542  -0.1%    4.6%  Ordinary dividends
495           14   $1,000,000 under $1,500,000  e00600   13,010,147,000   12,997,136,726  -13,010,274  -0.1%    5.2%  Ordinary dividends
189           15   $1,500,000 under $2,000,000  e00600    8,391,122,000    8,399,513,207    8,391,207   0.1%   25.4%  Ordinary dividends
537           16   $2,000,000 under $5,000,000  e00600   22,009,340,000   22,031,349,550   22,009,550   0.1%   12.2%  Ordinary dividends
703           17  $5,000,000 under $10,000,000  e00600   13,243,761,000   13,244,368,245      607,245   0.0%   28.8%  Ordinary dividends
157           18           $10,000,000 or more  e00600   44,715,512,000   44,760,227,967   44,715,967   0.1%  -40.2%  Ordinary dividends

     common_stub                      incrange      pufvar      target         puf    diff  pdiff  ipdiff                         column_description
610            0                   All returns  e00600_nnz  28,171,331  28,194,338  23,007   0.1%    4.4%  Number of returns with ordinary dividends
528            1                  Under $5,000  e00600_nnz   1,364,222   1,362,858  -1,364  -0.1%  -33.9%  Number of returns with ordinary dividends
715            2          $5,000 under $10,000  e00600_nnz     815,099     815,091      -8  -0.0%  -34.1%  Number of returns with ordinary dividends
553            3         $10,000 under $15,000  e00600_nnz     875,416     876,291     875   0.1%   -6.7%  Number of returns with ordinary dividends
554            4         $15,000 under $20,000  e00600_nnz     794,490     793,696    -794  -0.1%    9.8%  Number of returns with ordinary dividends
263            5         $20,000 under $25,000  e00600_nnz     775,451     776,226     775   0.1%   -0.8%  Number of returns with ordinary dividends
256            6         $25,000 under $30,000  e00600_nnz     744,390     745,134     744   0.1%   22.6%  Number of returns with ordinary dividends
164            7         $30,000 under $40,000  e00600_nnz   1,499,953   1,501,453   1,500   0.1%   11.7%  Number of returns with ordinary dividends
242            8         $40,000 under $50,000  e00600_nnz   1,448,472   1,449,920   1,448   0.1%   18.6%  Number of returns with ordinary dividends
454            9         $50,000 under $75,000  e00600_nnz   3,812,081   3,815,893   3,812   0.1%    9.4%  Number of returns with ordinary dividends
186           10        $75,000 under $100,000  e00600_nnz   3,510,707   3,514,218   3,511   0.1%    7.5%  Number of returns with ordinary dividends
332           11       $100,000 under $200,000  e00600_nnz   7,416,984   7,424,401   7,417   0.1%    6.4%  Number of returns with ordinary dividends
290           12       $200,000 under $500,000  e00600_nnz   3,869,169   3,873,038   3,869   0.1%    4.4%  Number of returns with ordinary dividends
229           13     $500,000 under $1,000,000  e00600_nnz     810,519     811,330     811   0.1%    4.2%  Number of returns with ordinary dividends
220           14   $1,000,000 under $1,500,000  e00600_nnz     188,882     189,071     189   0.1%    6.0%  Number of returns with ordinary dividends
196           15   $1,500,000 under $2,000,000  e00600_nnz      79,972      80,052      80   0.1%   15.3%  Number of returns with ordinary dividends
215           16   $2,000,000 under $5,000,000  e00600_nnz     116,753     116,870     117   0.1%    6.7%  Number of returns with ordinary dividends
660           17  $5,000,000 under $10,000,000  e00600_nnz      29,452      29,459       7   0.0%   20.5%  Number of returns with ordinary dividends
124           18           $10,000,000 or more  e00600_nnz      19,317      19,336      19   0.1%   -1.5%  Number of returns with ordinary dividends

     common_stub                      incrange     pufvar           target              puf          diff  pdiff  ipdiff           column_description
701            0                   All returns  c01000pos  859,894,631,000  859,937,296,900    42,665,900   0.0%   -0.4%  Capital gains gross taxable
449            1                  Under $5,000  c01000pos   19,771,923,000   19,752,150,882   -19,772,118  -0.1%  -65.9%  Capital gains gross taxable
589            2          $5,000 under $10,000  c01000pos      879,902,000      880,772,732       870,732   0.1%  -37.8%  Capital gains gross taxable
579            3         $10,000 under $15,000  c01000pos    1,475,473,000    1,473,997,518    -1,475,482  -0.1%  -20.4%  Capital gains gross taxable
127            4         $15,000 under $20,000  c01000pos    1,325,812,000    1,327,137,826     1,325,826   0.1%   26.9%  Capital gains gross taxable
391            5         $20,000 under $25,000  c01000pos    1,712,450,000    1,714,162,467     1,712,467   0.1%    3.9%  Capital gains gross taxable
418            6         $25,000 under $30,000  c01000pos    1,508,109,000    1,509,617,124     1,508,124   0.1%    8.4%  Capital gains gross taxable
346            7         $30,000 under $40,000  c01000pos    3,799,333,000    3,803,132,371     3,799,371   0.1%   15.1%  Capital gains gross taxable
117            8         $40,000 under $50,000  c01000pos    4,655,431,000    4,660,086,481     4,655,481   0.1%   83.4%  Capital gains gross taxable
192            9         $50,000 under $75,000  c01000pos   13,508,802,000   13,522,310,938    13,508,938   0.1%   36.8%  Capital gains gross taxable
151           10        $75,000 under $100,000  c01000pos   18,527,349,000   18,545,876,539    18,527,539   0.1%    5.0%  Capital gains gross taxable
543           11       $100,000 under $200,000  c01000pos   66,274,073,000   66,340,347,701    66,274,701   0.1%  -11.3%  Capital gains gross taxable
514           12       $200,000 under $500,000  c01000pos  109,971,765,000  109,861,792,169  -109,972,831  -0.1%   -7.0%  Capital gains gross taxable
510           13     $500,000 under $1,000,000  c01000pos   79,424,756,000   79,345,330,473   -79,425,527  -0.1%   10.2%  Capital gains gross taxable
508           14   $1,000,000 under $1,500,000  c01000pos   42,974,938,000   42,931,962,644   -42,975,356  -0.1%   16.1%  Capital gains gross taxable
484           15   $1,500,000 under $2,000,000  c01000pos   29,813,179,000   29,783,365,528   -29,813,472  -0.1%   33.8%  Capital gains gross taxable
444           16   $2,000,000 under $5,000,000  c01000pos   93,502,832,000   93,409,328,244   -93,503,756  -0.1%   27.8%  Capital gains gross taxable
689           17  $5,000,000 under $10,000,000  c01000pos   68,993,824,000   68,999,466,454     5,642,454   0.0%   38.5%  Capital gains gross taxable
136           18           $10,000,000 or more  c01000pos  301,774,681,000  302,076,458,810   301,777,810   0.1%  -20.9%  Capital gains gross taxable

     common_stub                      incrange         pufvar      target         puf     diff  pdiff  ipdiff                                  column_description
599            0                   All returns  c01000pos_nnz  13,698,506  13,685,754  -12,752  -0.1%  -10.1%  Number of returns with capital gains gross taxable
139            1                  Under $5,000  c01000pos_nnz     437,630     438,068      438   0.1%  -44.0%  Number of returns with capital gains gross taxable
608            2          $5,000 under $10,000  c01000pos_nnz     324,549     324,278     -271  -0.1%  -47.3%  Number of returns with capital gains gross taxable
382            3         $10,000 under $15,000  c01000pos_nnz     347,534     347,186     -348  -0.1%  -23.9%  Number of returns with capital gains gross taxable
490            4         $15,000 under $20,000  c01000pos_nnz     305,884     305,578     -306  -0.1%   -4.9%  Number of returns with capital gains gross taxable
438            5         $20,000 under $25,000  c01000pos_nnz     324,651     324,326     -325  -0.1%  -14.1%  Number of returns with capital gains gross taxable
427            6         $25,000 under $30,000  c01000pos_nnz     313,023     312,710     -313  -0.1%  -18.0%  Number of returns with capital gains gross taxable
349            7         $30,000 under $40,000  c01000pos_nnz     610,424     609,814     -610  -0.1%   -9.0%  Number of returns with capital gains gross taxable
457            8         $40,000 under $50,000  c01000pos_nnz     637,343     636,706     -637  -0.1%    7.1%  Number of returns with capital gains gross taxable
395            9         $50,000 under $75,000  c01000pos_nnz   1,693,384   1,691,691   -1,693  -0.1%   -2.8%  Number of returns with capital gains gross taxable
405           10        $75,000 under $100,000  c01000pos_nnz   1,673,930   1,672,256   -1,674  -0.1%   -9.7%  Number of returns with capital gains gross taxable
302           11       $100,000 under $200,000  c01000pos_nnz   3,748,985   3,745,236   -3,749  -0.1%  -12.6%  Number of returns with capital gains gross taxable
309           12       $200,000 under $500,000  c01000pos_nnz   2,366,587   2,364,220   -2,367  -0.1%   -7.1%  Number of returns with capital gains gross taxable
397           13     $500,000 under $1,000,000  c01000pos_nnz     575,245     574,670     -575  -0.1%   -1.7%  Number of returns with capital gains gross taxable
396           14   $1,000,000 under $1,500,000  c01000pos_nnz     142,145     142,003     -142  -0.1%    5.4%  Number of returns with capital gains gross taxable
426           15   $1,500,000 under $2,000,000  c01000pos_nnz      61,878      61,816      -62  -0.1%   19.1%  Number of returns with capital gains gross taxable
381           16   $2,000,000 under $5,000,000  c01000pos_nnz      93,801      93,707      -94  -0.1%   10.0%  Number of returns with capital gains gross taxable
668           17  $5,000,000 under $10,000,000  c01000pos_nnz      24,609      24,604       -5  -0.0%   25.7%  Number of returns with capital gains gross taxable
542           18           $10,000,000 or more  c01000pos_nnz      16,902      16,885      -17  -0.1%    2.0%  Number of returns with capital gains gross taxable

     common_stub                      incrange     pufvar           target              puf        diff  pdiff  ipdiff    column_description
613            0                   All returns  c01000neg  -16,779,101,000  -16,766,248,737  12,852,263  -0.1%  -21.8%  Capital loss taxable
166            1                  Under $5,000  c01000neg   -1,641,623,000   -1,643,264,640  -1,641,640   0.1%  -44.7%  Capital loss taxable
678            2          $5,000 under $10,000  c01000neg     -547,009,000     -547,092,087     -83,087   0.0%  -28.0%  Capital loss taxable
506            3         $10,000 under $15,000  c01000neg     -516,537,000     -516,020,458     516,542  -0.1%  -30.9%  Capital loss taxable
541            4         $15,000 under $20,000  c01000neg     -441,066,000     -440,624,930     441,070  -0.1%  -32.1%  Capital loss taxable
511            5         $20,000 under $25,000  c01000neg     -415,082,000     -414,666,914     415,086  -0.1%  -26.5%  Capital loss taxable
470            6         $25,000 under $30,000  c01000neg     -437,005,000     -436,567,991     437,009  -0.1%  -23.7%  Capital loss taxable
453            7         $30,000 under $40,000  c01000neg     -821,100,000     -820,278,892     821,108  -0.1%  -30.7%  Capital loss taxable
492            8         $40,000 under $50,000  c01000neg     -702,183,000     -701,480,810     702,190  -0.1%   -2.4%  Capital loss taxable
316            9         $50,000 under $75,000  c01000neg   -2,039,924,000   -2,037,884,056   2,039,944  -0.1%  -25.5%  Capital loss taxable
357           10        $75,000 under $100,000  c01000neg   -1,940,970,000   -1,939,029,011   1,940,989  -0.1%  -25.5%  Capital loss taxable
326           11       $100,000 under $200,000  c01000neg   -4,040,570,000   -4,036,529,390   4,040,610  -0.1%  -14.0%  Capital loss taxable
383           12       $200,000 under $500,000  c01000neg   -2,397,176,000   -2,394,778,800   2,397,200  -0.1%  -13.5%  Capital loss taxable
291           13     $500,000 under $1,000,000  c01000neg     -551,502,000     -550,950,492     551,508  -0.1%   -9.2%  Capital loss taxable
275           14   $1,000,000 under $1,500,000  c01000neg     -134,937,000     -134,802,062     134,938  -0.1%  -12.3%  Capital loss taxable
298           15   $1,500,000 under $2,000,000  c01000neg      -54,399,000      -54,344,600      54,400  -0.1%  -10.7%  Capital loss taxable
297           16   $2,000,000 under $5,000,000  c01000neg      -73,683,000      -73,609,316      73,684  -0.1%  -16.6%  Capital loss taxable
677           17  $5,000,000 under $10,000,000  c01000neg      -16,068,000      -16,065,557       2,443  -0.0%   -7.9%  Capital loss taxable
529           18           $10,000,000 or more  c01000neg       -8,267,000       -8,258,733       8,267  -0.1%  -22.8%  Capital loss taxable

     common_stub                      incrange         pufvar     target        puf    diff  pdiff  ipdiff                           column_description
656            0                   All returns  c01000neg_nnz  7,471,221  7,473,277   2,056   0.0%  -15.1%  Number of returns with capital loss taxable
480            1                  Under $5,000  c01000neg_nnz    709,045    708,336    -709  -0.1%  -43.7%  Number of returns with capital loss taxable
683            2          $5,000 under $10,000  c01000neg_nnz    264,552    264,523     -29  -0.0%  -36.8%  Number of returns with capital loss taxable
497            3         $10,000 under $15,000  c01000neg_nnz    234,246    234,012    -234  -0.1%  -27.6%  Number of returns with capital loss taxable
121            4         $15,000 under $20,000  c01000neg_nnz    204,769    204,974     205   0.1%  -19.7%  Number of returns with capital loss taxable
181            5         $20,000 under $25,000  c01000neg_nnz    190,269    190,459     190   0.1%  -13.0%  Number of returns with capital loss taxable
414            6         $25,000 under $30,000  c01000neg_nnz    205,169    204,964    -205  -0.1%  -21.2%  Number of returns with capital loss taxable
176            7         $30,000 under $40,000  c01000neg_nnz    380,801    381,182     381   0.1%  -18.0%  Number of returns with capital loss taxable
500            8         $40,000 under $50,000  c01000neg_nnz    328,643    328,314    -329  -0.1%   -0.2%  Number of returns with capital loss taxable
286            9         $50,000 under $75,000  c01000neg_nnz    922,328    923,250     922   0.1%  -14.3%  Number of returns with capital loss taxable
282           10        $75,000 under $100,000  c01000neg_nnz    879,878    880,758     880   0.1%  -16.4%  Number of returns with capital loss taxable
467           11       $100,000 under $200,000  c01000neg_nnz  1,802,059  1,803,861   1,802   0.1%   -6.0%  Number of returns with capital loss taxable
489           12       $200,000 under $500,000  c01000neg_nnz  1,032,204  1,031,172  -1,032  -0.1%   -7.4%  Number of returns with capital loss taxable
402           13     $500,000 under $1,000,000  c01000neg_nnz    213,262    213,475     213   0.1%   -2.6%  Number of returns with capital loss taxable
296           14   $1,000,000 under $1,500,000  c01000neg_nnz     49,190     49,239      49   0.1%   -7.5%  Number of returns with capital loss taxable
435           15   $1,500,000 under $2,000,000  c01000neg_nnz     19,722     19,702     -20  -0.1%   -9.0%  Number of returns with capital loss taxable
288           16   $2,000,000 under $5,000,000  c01000neg_nnz     26,547     26,520     -27  -0.1%  -15.7%  Number of returns with capital loss taxable
717           17  $5,000,000 under $10,000,000  c01000neg_nnz      5,645      5,645      -0  -0.0%   -6.6%  Number of returns with capital loss taxable
534           18           $10,000,000 or more  c01000neg_nnz      2,893      2,890      -3  -0.1%  -23.3%  Number of returns with capital loss taxable

     common_stub                      incrange  pufvar             target                puf          diff  pdiff  ipdiff                                   column_description
626            0                   All returns  e01500  1,171,791,907,000  1,171,037,077,722  -754,829,278  -0.1%   -0.9%  Total pensions and annuities (including nontaxable)
114            1                  Under $5,000  e01500     13,204,540,000     13,217,744,682    13,204,682   0.1%  -36.2%  Total pensions and annuities (including nontaxable)
688            2          $5,000 under $10,000  e01500     10,211,529,000     10,212,388,547       859,547   0.0%  -66.4%  Total pensions and annuities (including nontaxable)
191            3         $10,000 under $15,000  e01500     18,171,930,000     18,190,102,113    18,172,113   0.1%   -7.3%  Total pensions and annuities (including nontaxable)
134            4         $15,000 under $20,000  e01500     20,721,157,000     20,741,878,372    20,721,372   0.1%    3.2%  Total pensions and annuities (including nontaxable)
623            5         $20,000 under $25,000  e01500     23,912,287,000     23,895,725,761   -16,561,239  -0.1%   -5.7%  Total pensions and annuities (including nontaxable)
507            6         $25,000 under $30,000  e01500     23,998,290,000     24,022,288,523    23,998,523   0.1%   26.0%  Total pensions and annuities (including nontaxable)
365            7         $30,000 under $40,000  e01500     48,794,181,000     48,842,975,667    48,794,667   0.1%   12.4%  Total pensions and annuities (including nontaxable)
246            8         $40,000 under $50,000  e01500     51,533,778,000     51,585,312,294    51,534,294   0.1%   20.8%  Total pensions and annuities (including nontaxable)
455            9         $50,000 under $75,000  e01500    158,863,197,000    158,704,332,235  -158,864,765  -0.1%    7.6%  Total pensions and annuities (including nontaxable)
375           10        $75,000 under $100,000  e01500    166,773,240,000    166,606,465,101  -166,774,899  -0.1%    0.9%  Total pensions and annuities (including nontaxable)
362           11       $100,000 under $200,000  e01500    372,883,554,000    372,510,666,734  -372,887,266  -0.1%   -4.3%  Total pensions and annuities (including nontaxable)
312           12       $200,000 under $500,000  e01500    195,414,646,000    195,219,229,405  -195,416,595  -0.1%  -10.8%  Total pensions and annuities (including nontaxable)
411           13     $500,000 under $1,000,000  e01500     41,237,548,000     41,196,310,043   -41,237,957  -0.1%   -0.6%  Total pensions and annuities (including nontaxable)
499           14   $1,000,000 under $1,500,000  e01500     10,150,853,000     10,161,003,952    10,150,952   0.1%   10.5%  Total pensions and annuities (including nontaxable)
400           15   $1,500,000 under $2,000,000  e01500      4,472,303,000      4,476,775,347     4,472,347   0.1%   24.6%  Total pensions and annuities (including nontaxable)
520           16   $2,000,000 under $5,000,000  e01500      7,144,885,000      7,152,029,954     7,144,954   0.1%   19.4%  Total pensions and annuities (including nontaxable)
718           17  $5,000,000 under $10,000,000  e01500      2,160,456,000      2,160,460,543         4,543   0.0%   22.9%  Total pensions and annuities (including nontaxable)
548           18           $10,000,000 or more  e01500      2,143,532,000      2,141,388,448    -2,143,552  -0.1%   -9.8%  Total pensions and annuities (including nontaxable)

     common_stub                      incrange      pufvar      target         puf    diff  pdiff  ipdiff                                                          column_description
674            0                   All returns  e01500_nnz  30,610,779  30,615,687   4,908   0.0%   -2.8%  Number of returns with total pensions and annuities (including nontaxable)
491            1                  Under $5,000  e01500_nnz   1,004,073   1,003,069  -1,004  -0.1%  -59.5%  Number of returns with total pensions and annuities (including nontaxable)
687            2          $5,000 under $10,000  e01500_nnz   1,208,473   1,208,359    -114  -0.0%  -69.2%  Number of returns with total pensions and annuities (including nontaxable)
398            3         $10,000 under $15,000  e01500_nnz   1,573,498   1,571,924  -1,574  -0.1%  -18.6%  Number of returns with total pensions and annuities (including nontaxable)
445            4         $15,000 under $20,000  e01500_nnz   1,545,385   1,543,840  -1,545  -0.1%   -5.8%  Number of returns with total pensions and annuities (including nontaxable)
387            5         $20,000 under $25,000  e01500_nnz   1,507,057   1,505,550  -1,507  -0.1%   -9.6%  Number of returns with total pensions and annuities (including nontaxable)
556            6         $25,000 under $30,000  e01500_nnz   1,360,383   1,361,743   1,360   0.1%   22.4%  Number of returns with total pensions and annuities (including nontaxable)
403            7         $30,000 under $40,000  e01500_nnz   2,496,150   2,493,654  -2,496  -0.1%    4.1%  Number of returns with total pensions and annuities (including nontaxable)
431            8         $40,000 under $50,000  e01500_nnz   2,203,783   2,205,987   2,204   0.1%   11.5%  Number of returns with total pensions and annuities (including nontaxable)
466            9         $50,000 under $75,000  e01500_nnz   5,129,174   5,134,303   5,129   0.1%    5.4%  Number of returns with total pensions and annuities (including nontaxable)
447           10        $75,000 under $100,000  e01500_nnz   4,060,177   4,056,117  -4,060  -0.1%    0.3%  Number of returns with total pensions and annuities (including nontaxable)
342           11       $100,000 under $200,000  e01500_nnz   6,326,557   6,332,884   6,327   0.1%    2.1%  Number of returns with total pensions and annuities (including nontaxable)
347           12       $200,000 under $500,000  e01500_nnz   1,838,752   1,840,591   1,839   0.1%   -0.0%  Number of returns with total pensions and annuities (including nontaxable)
538           13     $500,000 under $1,000,000  e01500_nnz     240,808     241,049     241   0.1%    7.0%  Number of returns with total pensions and annuities (including nontaxable)
195           14   $1,000,000 under $1,500,000  e01500_nnz      52,066      52,118      52   0.1%   13.1%  Number of returns with total pensions and annuities (including nontaxable)
175           15   $1,500,000 under $2,000,000  e01500_nnz      21,292      21,313      21   0.1%   23.9%  Number of returns with total pensions and annuities (including nontaxable)
198           16   $2,000,000 under $5,000,000  e01500_nnz      30,807      30,838      31   0.1%   15.2%  Number of returns with total pensions and annuities (including nontaxable)
709           17  $5,000,000 under $10,000,000  e01500_nnz       7,500       7,500       0   0.0%   28.5%  Number of returns with total pensions and annuities (including nontaxable)
113           18           $10,000,000 or more  e01500_nnz       4,844       4,849       5   0.1%    2.1%  Number of returns with total pensions and annuities (including nontaxable)

     common_stub                      incrange  pufvar           target              puf          diff  pdiff  ipdiff              column_description
639            0                   All returns  e02400  644,989,570,000  644,635,929,447  -353,640,553  -0.1%  -12.2%  Total Social Security benefits
194            1                  Under $5,000  e02400   51,453,659,000   51,505,113,177    51,454,177   0.1%  -63.6%  Total Social Security benefits
622            2          $5,000 under $10,000  e02400   37,114,006,000   37,087,645,573   -26,360,427  -0.1%  -70.0%  Total Social Security benefits
317            3         $10,000 under $15,000  e02400   41,753,457,000   41,711,703,127   -41,753,873  -0.1%  -35.4%  Total Social Security benefits
443            4         $15,000 under $20,000  e02400   35,555,521,000   35,519,965,128   -35,555,872  -0.1%  -21.9%  Total Social Security benefits
389            5         $20,000 under $25,000  e02400   33,489,639,000   33,456,149,028   -33,489,972  -0.1%  -16.7%  Total Social Security benefits
433            6         $25,000 under $30,000  e02400   27,215,744,000   27,188,527,987   -27,216,013  -0.1%   23.3%  Total Social Security benefits
158            7         $30,000 under $40,000  e02400   46,193,861,000   46,240,055,331    46,194,331   0.1%   12.1%  Total Social Security benefits
209            8         $40,000 under $50,000  e02400   38,155,680,000   38,193,836,063    38,156,063   0.1%   19.9%  Total Social Security benefits
366            9         $50,000 under $75,000  e02400   93,596,920,000   93,503,322,149   -93,597,851  -0.1%    1.4%  Total Social Security benefits
439           10        $75,000 under $100,000  e02400   77,224,418,000   77,147,192,819   -77,225,181  -0.1%    3.4%  Total Social Security benefits
600           11       $100,000 under $200,000  e02400  117,674,183,000  117,565,312,314  -108,870,686  -0.1%   -7.1%  Total Social Security benefits
292           12       $200,000 under $500,000  e02400   36,219,795,000   36,183,574,844   -36,220,156  -0.1%  -19.9%  Total Social Security benefits
465           13     $500,000 under $1,000,000  e02400    6,075,048,000    6,068,972,892    -6,075,108  -0.1%   -0.4%  Total Social Security benefits
429           14   $1,000,000 under $1,500,000  e02400    1,390,704,000    1,389,313,282    -1,390,718  -0.1%   -2.9%  Total Social Security benefits
483           15   $1,500,000 under $2,000,000  e02400      588,018,000      587,429,976      -588,024  -0.1%   18.9%  Total Social Security benefits
415           16   $2,000,000 under $5,000,000  e02400      902,381,000      901,478,610      -902,390  -0.1%   11.5%  Total Social Security benefits
670           17  $5,000,000 under $10,000,000  e02400      230,913,000      230,869,773       -43,227  -0.0%   19.7%  Total Social Security benefits
557           18           $10,000,000 or more  e02400      155,623,000      155,467,376      -155,624  -0.1%   -7.7%  Total Social Security benefits

     common_stub                      incrange      pufvar      target         puf    diff  pdiff  ipdiff                                     column_description
702            0                   All returns  e02400_nnz  28,967,603  28,966,245  -1,358  -0.0%  -11.0%  Number of returns with total Social Security benefits
394            1                  Under $5,000  e02400_nnz   2,764,827   2,762,062  -2,765  -0.1%  -63.1%  Number of returns with total Social Security benefits
666            2          $5,000 under $10,000  e02400_nnz   2,000,972   2,001,411     439   0.0%  -65.5%  Number of returns with total Social Security benefits
230            3         $10,000 under $15,000  e02400_nnz   2,201,549   2,203,751   2,202   0.1%  -26.7%  Number of returns with total Social Security benefits
167            4         $15,000 under $20,000  e02400_nnz   1,836,800   1,838,637   1,837   0.1%  -10.7%  Number of returns with total Social Security benefits
386            5         $20,000 under $25,000  e02400_nnz   1,637,535   1,635,897  -1,638  -0.1%  -12.2%  Number of returns with total Social Security benefits
407            6         $25,000 under $30,000  e02400_nnz   1,297,421   1,296,124  -1,297  -0.1%   21.4%  Number of returns with total Social Security benefits
634            7         $30,000 under $40,000  e02400_nnz   2,202,026   2,203,278   1,252   0.1%   10.6%  Number of returns with total Social Security benefits
647            8         $40,000 under $50,000  e02400_nnz   1,838,614   1,839,447     833   0.0%   17.7%  Number of returns with total Social Security benefits
380            9         $50,000 under $75,000  e02400_nnz   4,323,996   4,319,672  -4,324  -0.1%    4.1%  Number of returns with total Social Security benefits
428           10        $75,000 under $100,000  e02400_nnz   3,214,006   3,210,792  -3,214  -0.1%    2.3%  Number of returns with total Social Security benefits
590           11       $100,000 under $200,000  e02400_nnz   4,234,271   4,238,458   4,187   0.1%   -3.7%  Number of returns with total Social Security benefits
607           12       $200,000 under $500,000  e02400_nnz   1,146,717   1,147,678     961   0.1%   -9.6%  Number of returns with total Social Security benefits
596           13     $500,000 under $1,000,000  e02400_nnz     177,394     177,563     169   0.1%   10.0%  Number of returns with total Social Security benefits
685           14   $1,000,000 under $1,500,000  e02400_nnz      39,871      39,867      -4  -0.0%   10.0%  Number of returns with total Social Security benefits
644           15   $1,500,000 under $2,000,000  e02400_nnz      16,567      16,576       9   0.1%   30.9%  Number of returns with total Social Security benefits
661           16   $2,000,000 under $5,000,000  e02400_nnz      24,884      24,878      -6  -0.0%   26.7%  Number of returns with total Social Security benefits
684           17  $5,000,000 under $10,000,000  e02400_nnz       6,197       6,198       1   0.0%   35.9%  Number of returns with total Social Security benefits
662           18           $10,000,000 or more  e02400_nnz       3,957       3,958       1   0.0%    1.1%  Number of returns with total Social Security benefits

     common_stub                      incrange  pufvar           target              puf          diff  pdiff  ipdiff                column_description
635            0                   All returns  c02500  309,539,629,000  309,363,833,617  -175,795,383  -0.1%   -1.4%  Taxable Social Security benefits
123            1                  Under $5,000  c02500      110,488,000      110,598,489       110,489   0.1%  -71.9%  Taxable Social Security benefits
354            2          $5,000 under $10,000  c02500      243,551,000      243,307,447      -243,553  -0.1%  -96.6%  Taxable Social Security benefits
517            3         $10,000 under $15,000  c02500      323,074,000      322,750,923      -323,077  -0.1%  -50.4%  Taxable Social Security benefits
140            4         $15,000 under $20,000  c02500    1,049,423,000    1,050,472,434     1,049,434   0.1%  -26.8%  Taxable Social Security benefits
409            5         $20,000 under $25,000  c02500    3,116,870,000    3,113,753,099    -3,116,901  -0.1%  -15.8%  Taxable Social Security benefits
424            6         $25,000 under $30,000  c02500    4,545,548,000    4,541,002,407    -4,545,593  -0.1%   14.5%  Taxable Social Security benefits
472            7         $30,000 under $40,000  c02500   13,407,599,000   13,394,191,269   -13,407,731  -0.1%    7.8%  Taxable Social Security benefits
390            8         $40,000 under $50,000  c02500   18,230,010,000   18,211,779,809   -18,230,191  -0.1%   18.3%  Taxable Social Security benefits
